perm,rf,rf_shap,variable,wv_rf,xgb,xgb_shap
0.004266771772436469,0.0046117108486757345,0.01219900153182046,"tBodyAcc-correlation()-X,Y",3.133482937918482,0.017334183678030968,0.05437050759792328
0.0019109144389183384,0.0015608988721643687,0.004239535482315428,"tBodyAcc-correlation()-X,Z",0.32370621403078903,0.007543800864368677,0.018522687256336212
0.002400281237240839,0.0027294211425565496,0.0054336731173157795,"tBodyAcc-correlation()-Y,Z",0.6764551642840531,0.0048981960862874985,0.004053050186485052
0.01652331399661734,0.019227392475961936,0.05170030420142966,tGravityAcc-mean()-X,4.810143139909329,0.024002060294151306,0.622364342212677
0.010472677726609406,0.014841781091271756,0.030308670383088255,tGravityAcc-mean()-Y,2.1968345184229063,0.024031314998865128,0.1280355155467987
0.0035185542631255427,0.00939680960049316,0.014745040835526402,tGravityAcc-mean()-Z,1.1869421705462142,0.01227163802832365,0.01950594037771225
0.001762811016687764,0.0028635454492317415,0.00793986364376117,tGravityAcc-std()-X,2.2006715147218903,0.0024809662718325853,0.003272113623097539
0.0020527571843717853,0.002152178051567459,0.006014736581089397,tGravityAcc-std()-Y,1.1999228997349571,0.0023648133501410484,0.004127544350922108
0.0016194164047564936,0.0015644416368408103,0.003607673456614563,tGravityAcc-std()-Z,0.6377050567497358,0.001782232546247542,0.0010754307731986046
0.0020417199938890028,0.00280696660057162,0.005319306921427114,tGravityAcc-mad()-X,0.8289825048420838,0.000371302361600101,0.0008313357247970998
0.0013166574643390131,0.0016486326880261275,0.003503189765699141,tGravityAcc-mad()-Y,0.6952000588063999,0.00044704307219944894,0.0005650224047712982
0.0008997935445315373,0.001096558363635948,0.0034482284736983087,tGravityAcc-mad()-Z,0.4151882777133462,0.0004302429733797908,0.000391426554415375
0.015304641557737102,0.016587379480834136,0.04366029630442683,tGravityAcc-max()-X,2.4467158770260315,0.003870380111038685,0.01147165521979332
0.007995355454147025,0.015903567378660596,0.025723333179976132,tGravityAcc-max()-Y,1.800041953386946,0.015879817306995392,0.35056445002555847
0.0037223229518209473,0.007332043119457727,0.01294338934246295,tGravityAcc-max()-Z,1.0445428404349493,0.003922582138329744,0.007920279167592525
0.014860961926982875,0.02420076911447469,0.055233629418053175,tGravityAcc-min()-X,6.014502596046189,0.007959770038723946,0.505616307258606
0.010627661950423247,0.015544855615188993,0.02726654632655348,tGravityAcc-min()-Y,3.1554077848750217,0.010888686403632164,0.08675865828990936
0.0036434716853299583,0.009334956682368497,0.01393269297421861,tGravityAcc-min()-Z,0.9020112073365972,0.004611869342625141,0.008881732821464539
0.002127214759898564,0.0033548492056894802,0.0055795277436332304,tGravityAcc-sma(),0.5372912787969086,0.005637492518872023,0.004681358113884926
0.01196288997800681,0.019643909257219816,0.04150353889980468,tGravityAcc-energy()-X,4.254479675785687,6.582014611922204e-05,0.00033442999119870365
0.0068781151393606365,0.012381928628451153,0.0221160898952669,tGravityAcc-energy()-Y,2.7358420708985163,0.017359135672450066,0.07240951061248779
0.004126704530326342,0.006137073986599038,0.011666421326522545,tGravityAcc-energy()-Z,1.62754593962878,0.005208054557442665,0.004863091744482517
0.0022947916753350913,0.0019652416431787376,0.004735273721903774,tGravityAcc-iqr()-X,1.4168427010087037,0.0008519379771314561,0.0014880688395351171
0.0014482959228457135,0.0015726042079245253,0.0033110536576719286,tGravityAcc-iqr()-Y,0.4637909496843748,0.0008912349585443735,0.0008612053352408111
0.0009985838429110146,0.0007548542667059897,0.0021649428905226556,tGravityAcc-iqr()-Z,0.24936244229043056,0.0015092738904058933,0.001137753133662045
0.0022065968358104724,0.0029341632636515373,0.007026618850938221,tGravityAcc-entropy()-X,0.6327359156469538,0.0011005518026649952,0.00173157115932554
0.0034021898409161127,0.0050019658660857905,0.01569055638993564,tGravityAcc-entropy()-Y,0.9167649376802572,0.001076329848729074,0.0013247831957414746
0.00044429235826856943,0.00045123149533108503,0.0009516356952350133,tGravityAcc-entropy()-Z,0.18245684109896426,0.0007839874597266316,0.0007906215032562613
0.003142355995993303,0.00554299784707524,0.01094102987753117,"tGravityAcc-arCoeff()-X,1",3.2829547202475795,0.011469068937003613,0.0903024896979332
0.005208557020075723,0.004927879572481841,0.011534927191987676,"tGravityAcc-arCoeff()-X,2",5.987434866589342,0.0015184286748990417,0.004465821199119091
0.0029508129249423555,0.00475784356423956,0.009084893172985243,"tGravityAcc-arCoeff()-X,3",6.114626352810537,0.0011235019192099571,0.001531245419755578
0.002153465429536982,0.003236147930760802,0.00749612820831593,"tGravityAcc-arCoeff()-X,4",3.4383172448745136,0.0011554043740034103,0.0013812059769406915
0.004961647638153871,0.006367132052335296,0.012878866100858666,"tGravityAcc-arCoeff()-Y,1",4.6599356668105765,0.005659070331603289,0.0212952122092247
0.004358725074863969,0.004690346161792517,0.011632721023119744,"tGravityAcc-arCoeff()-Y,2",5.010558322274807,0.0024551476817578077,0.01570705696940422
0.0030905794818997397,0.003860919297418798,0.01048508485203317,"tGravityAcc-arCoeff()-Y,3",4.790630617783238,0.002671568188816309,0.019099149852991104
0.0028723120874248804,0.0028213992171642658,0.0062870134813416325,"tGravityAcc-arCoeff()-Y,4",3.3843483226321944,0.0025077895261347294,0.01094410102814436
0.003638147768276506,0.006764303403554767,0.012953100740658322,"tGravityAcc-arCoeff()-Z,1",3.03676896231842,0.005897036753594875,0.049826730042696
0.0024089284710700717,0.004984419731346394,0.010408871856382628,"tGravityAcc-arCoeff()-Z,2",3.2150206953464537,0.0029043785762041807,0.019594863057136536
0.003203154350881045,0.004244194293041309,0.01013109691002875,"tGravityAcc-arCoeff()-Z,3",1.8422255768340203,0.0026352894492447376,0.014277540147304535
0.0035777372859148115,0.003475324125155168,0.011024076799576782,"tGravityAcc-arCoeff()-Z,4",1.7755037180572242,0.001989637268707156,0.0052796537056565285
0.002426865765937229,0.002265733243458775,0.006221177290671591,"tGravityAcc-correlation()-X,Y",0.1511818965650154,0.0024574766866862774,0.0023076666984707117
0.0009327061946622245,0.0010700691940184546,0.002967895917049528,"tGravityAcc-correlation()-X,Z",0.04442524100961388,0.0029594951774924994,0.0011803930392488837
0.001163684210005723,0.001882653395771023,0.004157601494751217,"tGravityAcc-correlation()-Y,Z",0.08662339300329666,0.0025548439007252455,0.0020209448412060738
0.00036304669713379086,0.00020475234378601872,0.0005563116383734013,tBodyAccJerk-mean()-X,0.09691814491967336,0.001249729422852397,0.0005355398170650005
0.00021758404106373143,0.00018085680616308598,0.0003552755243221561,tBodyAccJerk-mean()-Y,0.030522936272234562,0.0011405559489503503,0.0006453811656683683
0.0001788350629436379,0.0001894792774203435,0.0004128694014978865,tBodyAccJerk-mean()-Z,0.06012293190094056,0.0010597023647278547,0.000429214327596128
0.002962753885240883,0.0024712823432051383,0.018513830169896574,tBodyAccJerk-std()-X,1.0068132210906255,0.000653147988487035,0.0005114818341098726
0.005626127622528264,0.004553650018693558,0.01268236536113124,tBodyAccJerk-std()-Y,0.7913579770106928,0.0014899426605552435,0.0026999423280358315
0.0013909668905533676,0.0010935924417188891,0.005157747435699984,tBodyAccJerk-std()-Z,0.16863264281855786,0.002516909036785364,0.020105479285120964
0.010952953200080402,0.006820444891483944,0.02234921643136388,tBodyAccJerk-mad()-X,1.1411512544091815,0.0004475659516174346,0.00040778916445560753
0.003996860173003506,0.003886669358462578,0.01160931473276206,tBodyAccJerk-mad()-Y,0.3086454601463028,0.0007139553199522197,0.018480388447642326
0.0012056197185103775,0.0010617162318669123,0.006231458867747992,tBodyAccJerk-mad()-Z,0.17788177492132978,0.0011832675663754344,0.010420692153275013
0.006596495623695068,0.002120133341515544,0.008835209296059915,tBodyAccJerk-max()-X,0.6776177012836573,0.005078976973891258,0.03270704299211502
0.0015387705537824397,0.0006674608347320836,0.002324060158900931,tBodyAccJerk-max()-Y,0.19178124073575495,0.0012317001819610596,0.028705593198537827
0.0014645399191064656,0.0006691127133269862,0.0024021878531316427,tBodyAccJerk-max()-Z,0.2936993824495864,0.002384877996519208,0.006066996604204178
0.0006933705248002147,0.0008076754293416677,0.002879870829357028,tBodyAccJerk-min()-X,0.14049465106660666,0.0013236514059826732,0.0025690991897135973
0.0006051698074649905,0.0008268780568100913,0.0027601054275941004,tBodyAccJerk-min()-Y,0.11940187789691385,0.0011638881405815482,0.001735265483148396
0.0005582327394984879,0.0007760717217702123,0.0011401685453148777,tBodyAccJerk-min()-Z,0.18665831779911884,0.0017425629775971174,0.0039111049845814705
0.0008898884626168479,0.003003396519577037,0.011216210312609057,tBodyAccJerk-sma(),0.47504614416420105,0.00038976696669124067,0.0004308157367631793
0.0004332634111338908,0.004182661294436306,0.008941828060891626,tBodyAccJerk-energy()-X,0.43574827082748896,8.23248592496384e-06,0.00010318342538084835
0.0010369497461434542,0.0024822873263904257,0.005610597727615763,tBodyAccJerk-energy()-Y,0.8906218834891696,8.365050234715454e-06,1.265221908397507e-05
0.0033894639302224495,0.002288296123511574,0.005239929967710753,tBodyAccJerk-energy()-Z,0.13821926535096654,4.989815715816803e-05,0.0005500156548805535
0.0005564545978872489,0.0025437337782119197,0.011988849821480544,tBodyAccJerk-iqr()-X,0.6400769680722656,0.0008267770754173398,0.0008652739925310016
0.0008123169816827629,0.004360885805977666,0.00341150936456084,tBodyAccJerk-iqr()-Y,0.5639019985912747,0.001442666631191969,0.005015297792851925
0.0009548614019409538,0.0024936727750765894,0.0025084249568877496,tBodyAccJerk-iqr()-Z,0.5488351079845625,0.0023386613465845585,0.007178464438766241
0.0016153092377842035,0.0026037408941731034,0.006782409096145303,tBodyAccJerk-entropy()-X,2.5037204924275462,0.005593420937657356,0.011106934398412704
0.003056247336243916,0.002978829154271402,0.007797579414133148,tBodyAccJerk-entropy()-Y,2.6774470395521957,0.0011063730344176292,0.0010744223836809397
0.0008278697619082398,0.0010122168064348588,0.003108965961890556,tBodyAccJerk-entropy()-Z,0.3498701068402296,0.00829293206334114,0.025865882635116577
0.0007523190070595567,0.000281653658334454,0.0013895783505967264,"tBodyAccJerk-arCoeff()-X,1",0.06646464656643591,0.0014138872502371669,0.0018989462405443192
0.0001500290180648784,0.00020895234945467704,0.00038119393732738194,"tBodyAccJerk-arCoeff()-X,2",0.08654845596254879,0.001554145128466189,0.00042661462794058025
0.0004719841598025432,0.00023839677940313804,0.0007119614102431849,"tBodyAccJerk-arCoeff()-X,3",0.0624402575357462,0.001490933122113347,0.0006088126683607697
0.0007520198310652289,0.0003488017205952592,0.0012583043916116411,"tBodyAccJerk-arCoeff()-X,4",0.12022714094328027,0.0021243393421173096,0.0014577120309695601
0.00028127331930291854,0.00023631173223004437,0.0005986729795492712,"tBodyAccJerk-arCoeff()-Y,1",0.10716031382448636,0.0007768876967020333,0.00046399846905842423
0.00017309084041132057,0.00020090726810988117,0.0003308832355890872,"tBodyAccJerk-arCoeff()-Y,2",0.04309874230390032,0.0008345539099536836,0.00032761512557044625
0.00016381018529914,0.0002389912742354917,0.00041714140435419303,"tBodyAccJerk-arCoeff()-Y,3",0.049098659174768716,0.001166096655651927,0.00043252171599306166
0.00021818624364682961,0.0002459500821627975,0.0004422809243541841,"tBodyAccJerk-arCoeff()-Y,4",0.0990942405463782,0.002166630234569311,0.0010655741207301617
0.00039605963672838295,0.00024296152461692884,0.0008578213043047426,"tBodyAccJerk-arCoeff()-Z,1",0.18293093264890326,0.0015602149069309235,0.0013393479166552424
0.0001718038765677524,0.00022594212148236255,0.0004919504304730047,"tBodyAccJerk-arCoeff()-Z,2",0.13726789857126698,0.0014055173378437757,0.0005693203420378268
0.0002516724926505175,0.0002753831597414753,0.0006002368031005395,"tBodyAccJerk-arCoeff()-Z,3",0.05581568063675516,0.001989565324038267,0.0013045481173321605
0.00019062833712316473,0.0002540359737528434,0.0005418296240159918,"tBodyAccJerk-arCoeff()-Z,4",0.0840566010753794,0.002556791063398123,0.0010563955875113606
0.0009771017235727713,0.0008848788320943938,0.0030124131782531894,"tBodyAccJerk-correlation()-X,Y",0.6586085685886974,0.003633894957602024,0.005871553905308247
0.00044709257513502094,0.0004656582256598714,0.0009366081265859642,"tBodyAccJerk-correlation()-X,Z",0.12973027859983013,0.002640015911310911,0.0017460117815062404
0.00046000061115220985,0.0003814001821187398,0.0008074603071041582,"tBodyAccJerk-correlation()-Y,Z",0.07932871952763082,0.002250832039862871,0.0015320124803110957
0.001606413430251256,0.0013294266011058494,0.003088391683282731,tBodyGyro-mean()-X,0.2787587443838192,0.0046845367178320885,0.004362023435533047
0.0005598416203756853,0.0005744666336731407,0.0009366835794869837,tBodyGyro-mean()-Y,0.3258847175362286,0.002365800552070141,0.0016725842142477632
0.0010666849035519822,0.0008572040408860529,0.0022247258189747924,tBodyGyro-mean()-Z,0.27908915793686456,0.00216953968629241,0.0020586850587278605
0.0026499113845312584,0.0019438924602752608,0.006975821609600426,tBodyGyro-std()-X,0.11335147473090687,0.0029559757094830275,0.006987399887293577
0.003189954684982927,0.0011358385214236672,0.0037557790617544816,tBodyGyro-std()-Y,0.14540805785521846,0.001481690094806254,0.0014891719911247492
0.003214443594483853,0.0015766826254211281,0.0038268735193799247,tBodyGyro-std()-Z,0.35280112270579705,0.0017451654421165586,0.0020455156918615103
0.0027860483322445315,0.0025827001222262377,0.00849622299745852,tBodyGyro-mad()-X,0.09316370433988276,0.003179157618433237,0.009827454574406147
0.0016105251035019431,0.002051362177708435,0.0034889310268302423,tBodyGyro-mad()-Y,0.3663782219058172,0.0006609423435293138,0.0015880479477345943
0.003811594541908665,0.0014156175513415632,0.006052630341928373,tBodyGyro-mad()-Z,1.2265107861930324,0.0009008499328047037,0.002474659588187933
0.0029020223616210575,0.003097913088168798,0.008819266288351165,tBodyGyro-max()-X,0.25953897705896745,0.012933090329170227,0.2267877608537674
0.0012122352358271446,0.00047493288958945615,0.0014937037275582995,tBodyGyro-max()-Y,0.1218055998554756,0.0012078079162165523,0.0016445106593891978
0.0004398525316533651,0.0006887666079572585,0.002067145764196557,tBodyGyro-max()-Z,0.12637939825048394,0.001934221014380455,0.004930433817207813
0.0018922119225817519,0.0020767470128225407,0.00630545747474656,tBodyGyro-min()-X,0.3201676589050188,0.012554774060845375,0.0413995124399662
0.0008590483052792129,0.000459293466497864,0.0012322139393927914,tBodyGyro-min()-Y,0.1102382041762758,0.0010762144811451435,0.0009416444809176028
0.0005058279090774104,0.001011570810758055,0.0020283223644931834,tBodyGyro-min()-Z,0.2372128947372834,0.0010922226356342435,0.0015058291610330343
0.004521629733683602,0.0007626450321098625,0.005120297673510789,tBodyGyro-sma(),0.18174170812266072,0.000942372833378613,0.003461796324700117
0.0018194007505198376,0.0021028938486491225,0.006068211432982124,tBodyGyro-energy()-X,0.13686909042765544,0.0016243855934590101,0.002626767847687006
0.000870519491472932,0.0010742559029484036,0.0020517380814807215,tBodyGyro-energy()-Y,0.1627266958522336,0.0006529628881253302,0.0017210713122040033
0.0013960509213781743,0.001204476083992234,0.003783042469572948,tBodyGyro-energy()-Z,0.7612534858382265,0.002161341020837426,0.047913119196891785
0.0021184750128384576,0.0029517396400266915,0.0075350296137151555,tBodyGyro-iqr()-X,0.2374188231741452,0.010521300137043,0.06641418486833572
0.0006949843469370463,0.0022625021587045647,0.0016594737183817953,tBodyGyro-iqr()-Y,0.7010944078502955,0.0016801866004243493,0.00447630463168025
0.0014980243231133353,0.0013482978816097076,0.0035081922287636277,tBodyGyro-iqr()-Z,1.6097077350211362,0.002948120702058077,0.006812318693846464
0.0015856288969336655,0.0020094887356409733,0.005170452237874123,tBodyGyro-entropy()-X,0.3288250079524374,0.004034286364912987,0.005010063759982586
0.00048235595551252556,0.0004094635649831655,0.0009447733634764266,tBodyGyro-entropy()-Y,0.2424875632884549,0.00156172935385257,0.0014185563195496798
0.001901565821628369,0.0010030346281723107,0.0023287496218730454,tBodyGyro-entropy()-Z,0.13755595462268147,0.0017200872534886003,0.0034367756452411413
0.0020196815475838604,0.00102244995228,0.003858170564506017,"tBodyGyro-arCoeff()-X,1",0.126185580668639,0.0038189636543393135,0.0035898585338145494
