model,method,k,ACC,Error
SVM,rf,1,0.36813987372510926,0.6318601262748907
SVM,rf,2,0.4092233009708738,0.5907766990291262
SVM,rf,2,0.39854368932038836,0.6014563106796116
SVM,rf,2,0.40194174757281553,0.5980582524271845
SVM,rf,2,0.40679611650485437,0.5932038834951456
SVM,rf,2,0.39242350655658087,0.6075764934434191
SVM,rf,3,0.4092233009708738,0.5907766990291262
SVM,rf,3,0.3995145631067961,0.6004854368932039
SVM,rf,3,0.41650485436893203,0.583495145631068
SVM,rf,3,0.40679611650485437,0.5932038834951456
SVM,rf,3,0.39436619718309857,0.6056338028169015
SVM,rf,4,0.4097087378640777,0.5902912621359223
SVM,rf,4,0.3995145631067961,0.6004854368932039
SVM,rf,4,0.41650485436893203,0.583495145631068
SVM,rf,4,0.40631067961165046,0.5936893203883495
SVM,rf,4,0.39242350655658087,0.6075764934434191
SVM,rf,5,0.4087378640776699,0.5912621359223301
SVM,rf,5,0.3995145631067961,0.6004854368932039
SVM,rf,5,0.41650485436893203,0.583495145631068
SVM,rf,5,0.40631067961165046,0.5936893203883495
SVM,rf,5,0.3929091792132103,0.6070908207867898
SVM,rf,10,0.5422330097087379,0.4577669902912621
SVM,rf,10,0.5402912621359224,0.4597087378640776
SVM,rf,10,0.5514563106796116,0.44854368932038835
SVM,rf,10,0.5398058252427185,0.4601941747572815
SVM,rf,10,0.5284118504128218,0.4715881495871782
SVM,rf,15,0.816990291262136,0.18300970873786404
SVM,rf,15,0.824757281553398,0.175242718446602
SVM,rf,15,0.8155339805825242,0.18446601941747576
SVM,rf,15,0.8053398058252427,0.19466019417475733
SVM,rf,15,0.8023312287518213,0.19766877124817872
SVM,rf,20,0.8830097087378641,0.11699029126213589
SVM,rf,20,0.8825242718446602,0.1174757281553398
SVM,rf,20,0.8810679611650486,0.1189320388349514
SVM,rf,20,0.8733009708737864,0.12669902912621356
SVM,rf,20,0.8703254006799417,0.12967459932005831
SVM,rf,25,0.9063106796116505,0.09368932038834954
SVM,rf,25,0.9009708737864077,0.09902912621359228
SVM,rf,25,0.8936893203883495,0.10631067961165053
SVM,rf,25,0.891747572815534,0.10825242718446604
SVM,rf,25,0.8902379796017484,0.10976202039825156
SVM,rf,50,0.9174757281553398,0.08252427184466016
SVM,rf,50,0.9155339805825242,0.08446601941747578
SVM,rf,50,0.9087378640776699,0.09126213592233012
SVM,rf,50,0.9024271844660194,0.09757281553398056
SVM,rf,50,0.9091792132102963,0.09082078678970373
SVM,rf,100,0.9247572815533981,0.07524271844660191
SVM,rf,100,0.9257281553398058,0.07427184466019421
SVM,rf,100,0.9135922330097087,0.08640776699029129
SVM,rf,100,0.9145631067961165,0.08543689320388348
SVM,rf,100,0.9159786304031083,0.08402136959689166
SVM,wv_rf,1,0.3796116504854369,0.6203883495145631
SVM,wv_rf,1,0.3699029126213592,0.6300970873786408
SVM,wv_rf,1,0.38786407766990294,0.6121359223300971
SVM,wv_rf,1,0.37524271844660195,0.624757281553398
SVM,wv_rf,1,0.36813987372510926,0.6318601262748907
SVM,wv_rf,2,0.579126213592233,0.42087378640776696
SVM,wv_rf,2,0.5650485436893203,0.43495145631067966
SVM,wv_rf,2,0.579611650485437,0.42038834951456305
SVM,wv_rf,2,0.5786407766990291,0.42135922330097086
SVM,wv_rf,2,0.5730937348227295,0.4269062651772705
SVM,wv_rf,3,0.6873786407766991,0.3126213592233009
SVM,wv_rf,3,0.6674757281553398,0.33252427184466016
SVM,wv_rf,3,0.6742718446601942,0.3257281553398058
SVM,wv_rf,3,0.6747572815533981,0.3252427184466019
SVM,wv_rf,3,0.6721709567751336,0.3278290432248664
SVM,wv_rf,4,0.6970873786407767,0.30291262135922326
SVM,wv_rf,4,0.6742718446601942,0.3257281553398058
SVM,wv_rf,4,0.6815533980582524,0.31844660194174756
SVM,wv_rf,4,0.683009708737864,0.31699029126213596
SVM,wv_rf,4,0.6745993200582807,0.3254006799417193
SVM,wv_rf,5,0.6932038834951456,0.3067961165048544
SVM,wv_rf,5,0.6771844660194175,0.3228155339805825
SVM,wv_rf,5,0.6844660194174758,0.31553398058252424
SVM,wv_rf,5,0.6800970873786408,0.31990291262135917
SVM,wv_rf,5,0.6799417192812045,0.3200582807187955
SVM,wv_rf,10,0.75,0.25
SVM,wv_rf,10,0.7359223300970874,0.2640776699029126
SVM,wv_rf,10,0.7383495145631068,0.2616504854368932
SVM,wv_rf,10,0.7427184466019418,0.25728155339805825
SVM,wv_rf,10,0.7391937833899952,0.2608062166100048
SVM,wv_rf,15,0.7868932038834952,0.21310679611650485
SVM,wv_rf,15,0.766504854368932,0.233495145631068
SVM,wv_rf,15,0.7660194174757281,0.2339805825242719
SVM,wv_rf,15,0.7747572815533981,0.22524271844660193
SVM,wv_rf,15,0.7702768334142788,0.22972316658572123
SVM,wv_rf,20,0.8548543689320388,0.1451456310679612
SVM,wv_rf,20,0.8490291262135923,0.15097087378640772
SVM,wv_rf,20,0.8432038834951456,0.15679611650485437
SVM,wv_rf,20,0.8553398058252427,0.14466019417475728
SVM,wv_rf,20,0.8513841670713939,0.14861583292860614
SVM,wv_rf,25,0.8694174757281553,0.1305825242718447
SVM,wv_rf,25,0.8650485436893204,0.13495145631067962
SVM,wv_rf,25,0.8572815533980582,0.14271844660194177
SVM,wv_rf,25,0.8645631067961165,0.13543689320388352
SVM,wv_rf,25,0.8669256920835356,0.13307430791646435
SVM,wv_rf,50,0.9033980582524271,0.09660194174757286
SVM,wv_rf,50,0.9053398058252428,0.09466019417475724
SVM,wv_rf,50,0.8970873786407767,0.1029126213592233
SVM,wv_rf,50,0.903883495145631,0.09611650485436896
SVM,wv_rf,50,0.9043224866440019,0.09567751335599806
SVM,wv_rf,100,0.9184466019417475,0.08155339805825246
SVM,wv_rf,100,0.9257281553398058,0.07427184466019421
SVM,wv_rf,100,0.9169902912621359,0.08300970873786406
SVM,wv_rf,100,0.9223300970873787,0.07766990291262132
SVM,wv_rf,100,0.922292374939291,0.07770762506070905
SVM,xgb_shap,1,0.37912621359223303,0.6208737864077669
SVM,xgb_shap,1,0.36941747572815536,0.6305825242718446
SVM,xgb_shap,1,0.3859223300970874,0.6140776699029127
SVM,xgb_shap,1,0.37475728155339805,0.625242718446602
SVM,xgb_shap,1,0.36813987372510926,0.6318601262748907
SVM,xgb_shap,2,0.3932038834951456,0.6067961165048543
SVM,xgb_shap,2,0.37912621359223303,0.6208737864077669
SVM,xgb_shap,2,0.3927184466019418,0.6072815533980582
SVM,xgb_shap,2,0.3825242718446602,0.6174757281553398
SVM,xgb_shap,2,0.37542496357455074,0.6245750364254492
SVM,xgb_shap,3,0.6844660194174758,0.31553398058252424
SVM,xgb_shap,3,0.6669902912621359,0.33300970873786406
SVM,xgb_shap,3,0.6742718446601942,0.3257281553398058
SVM,xgb_shap,3,0.6718446601941748,0.32815533980582523
SVM,xgb_shap,3,0.6721709567751336,0.3278290432248664
SVM,xgb_shap,4,0.7990291262135922,0.20097087378640777
SVM,xgb_shap,4,0.791747572815534,0.20825242718446602
SVM,xgb_shap,4,0.7893203883495146,0.21067961165048543
SVM,xgb_shap,4,0.7883495145631068,0.21165048543689324
SVM,xgb_shap,4,0.7853326857697912,0.2146673142302088
SVM,xgb_shap,5,0.8548543689320388,0.1451456310679612
SVM,xgb_shap,5,0.858252427184466,0.14174757281553396
SVM,xgb_shap,5,0.8412621359223301,0.15873786407766988
SVM,xgb_shap,5,0.8553398058252427,0.14466019417475728
SVM,xgb_shap,5,0.8620689655172413,0.13793103448275867
SVM,xgb_shap,10,0.8733009708737864,0.12669902912621356
SVM,xgb_shap,10,0.870873786407767,0.12912621359223297
SVM,xgb_shap,10,0.8645631067961165,0.13543689320388352
SVM,xgb_shap,10,0.8694174757281553,0.1305825242718447
SVM,xgb_shap,10,0.875182127246236,0.12481787275376399
SVM,xgb_shap,15,0.8912621359223301,0.10873786407766994
SVM,xgb_shap,15,0.887378640776699,0.11262135922330097
SVM,xgb_shap,15,0.8864077669902912,0.11359223300970878
SVM,xgb_shap,15,0.8902912621359224,0.10970873786407764
SVM,xgb_shap,15,0.8878096163186012,0.11219038368139878
SVM,xgb_shap,20,0.903883495145631,0.09611650485436896
SVM,xgb_shap,20,0.8985436893203883,0.1014563106796117
SVM,xgb_shap,20,0.8946601941747573,0.10533980582524272
SVM,xgb_shap,20,0.8961165048543689,0.10388349514563111
SVM,xgb_shap,20,0.8946090335114133,0.1053909664885867
SVM,xgb_shap,25,0.912621359223301,0.08737864077669899
SVM,xgb_shap,25,0.9106796116504854,0.08932038834951461
SVM,xgb_shap,25,0.9077669902912622,0.09223300970873782
SVM,xgb_shap,25,0.9077669902912622,0.09223300970873782
SVM,xgb_shap,25,0.9043224866440019,0.09567751335599806
SVM,xgb_shap,50,0.9378640776699029,0.062135922330097126
SVM,xgb_shap,50,0.9364077669902913,0.06359223300970873
SVM,xgb_shap,50,0.9300970873786408,0.06990291262135917
SVM,xgb_shap,50,0.9383495145631068,0.06165048543689322
SVM,xgb_shap,50,0.9266634288489558,0.0733365711510442
SVM,xgb_shap,100,0.9514563106796117,0.04854368932038833
SVM,xgb_shap,100,0.9529126213592233,0.04708737864077672
SVM,xgb_shap,100,0.941747572815534,0.058252427184465994
SVM,xgb_shap,100,0.95,0.050000000000000044
SVM,xgb_shap,100,0.9422049538610976,0.057795046138902406
LR,xgb,1,0.466504854368932,0.5334951456310679
LR,xgb,1,0.46893203883495144,0.5310679611650486
LR,xgb,1,0.46893203883495144,0.5310679611650486
LR,xgb,1,0.4616504854368932,0.5383495145631068
LR,xgb,1,0.458960660514813,0.541039339485187
LR,xgb,2,0.5567961165048544,0.4432038834951456
LR,xgb,2,0.5567961165048544,0.4432038834951456
LR,xgb,2,0.5679611650485437,0.43203883495145634
LR,xgb,2,0.5480582524271844,0.4519417475728156
LR,xgb,2,0.5492957746478874,0.45070422535211263
LR,xgb,3,0.55,0.44999999999999996
LR,xgb,3,0.5519417475728156,0.44805825242718444
LR,xgb,3,0.5621359223300971,0.4378640776699029
LR,xgb,3,0.5422330097087379,0.4577669902912621
LR,xgb,3,0.5420106847984458,0.45798931520155417
LR,xgb,4,0.6893203883495146,0.3106796116504854
LR,xgb,4,0.6932038834951456,0.3067961165048544
LR,xgb,4,0.6932038834951456,0.3067961165048544
LR,xgb,4,0.683009708737864,0.31699029126213596
LR,xgb,4,0.6813987372510928,0.3186012627489072
LR,xgb,5,0.6941747572815534,0.3058252427184466
LR,xgb,5,0.6966019417475728,0.30339805825242716
LR,xgb,5,0.6927184466019417,0.3072815533980583
LR,xgb,5,0.6868932038834952,0.3131067961165048
LR,xgb,5,0.6867411364740165,0.31325886352598353
LR,xgb,10,0.8533980582524272,0.1466019417475728
LR,xgb,10,0.866504854368932,0.133495145631068
LR,xgb,10,0.8354368932038835,0.16456310679611652
LR,xgb,10,0.8495145631067961,0.15048543689320393
LR,xgb,10,0.8518698397280233,0.14813016027197667
LR,xgb,15,0.9048543689320389,0.09514563106796114
LR,xgb,15,0.9009708737864077,0.09902912621359228
LR,xgb,15,0.8990291262135922,0.10097087378640779
LR,xgb,15,0.9053398058252428,0.09466019417475724
LR,xgb,15,0.893152015541525,0.10684798445847499
LR,xgb,20,0.9296116504854369,0.07038834951456308
LR,xgb,20,0.9228155339805825,0.07718446601941753
LR,xgb,20,0.925242718446602,0.074757281553398
LR,xgb,20,0.9266990291262136,0.0733009708737864
LR,xgb,20,0.9150072850898494,0.08499271491015059
LR,xgb,25,0.9320388349514563,0.06796116504854366
LR,xgb,25,0.9271844660194175,0.07281553398058249
LR,xgb,25,0.9315533980582524,0.06844660194174756
LR,xgb,25,0.9310679611650485,0.06893203883495147
LR,xgb,25,0.917921321029626,0.08207867897037402
LR,xgb,50,0.9490291262135923,0.050970873786407744
LR,xgb,50,0.9524271844660194,0.04757281553398063
LR,xgb,50,0.9422330097087379,0.05776699029126209
LR,xgb,50,0.954368932038835,0.045631067961165006
LR,xgb,50,0.9431762991743565,0.056823700825643475
LR,xgb,100,0.9674757281553398,0.032524271844660224
LR,xgb,100,0.9660194174757282,0.03398058252427183
LR,xgb,100,0.9640776699029127,0.03592233009708734
LR,xgb,100,0.9752427184466019,0.02475728155339807
LR,xgb,100,0.9660029140359397,0.03399708596406026
LR,perm,1,0.4116504854368932,0.5883495145631068
LR,perm,1,0.41019417475728154,0.5898058252427185
LR,perm,1,0.42572815533980585,0.5742718446601942
LR,perm,1,0.4145631067961165,0.5854368932038835
LR,perm,1,0.3977659057795046,0.6022340942204953
LR,perm,2,0.4179611650485437,0.5820388349514563
LR,perm,2,0.4116504854368932,0.5883495145631068
LR,perm,2,0.4300970873786408,0.5699029126213593
LR,perm,2,0.4184466019417476,0.5815533980582523
LR,perm,2,0.4035939776590578,0.5964060223409422
LR,perm,3,0.4344660194174757,0.5655339805825244
LR,perm,3,0.42475728155339804,0.575242718446602
LR,perm,3,0.44660194174757284,0.5533980582524272
LR,perm,3,0.43980582524271844,0.5601941747572816
LR,perm,3,0.4191355026711996,0.5808644973288004
LR,perm,4,0.4762135922330097,0.5237864077669903
LR,perm,4,0.4640776699029126,0.5359223300970875
LR,perm,4,0.4645631067961165,0.5354368932038835
LR,perm,4,0.47184466019417476,0.5281553398058252
LR,perm,4,0.47790189412336087,0.5220981058766392
LR,perm,5,0.5004854368932039,0.4995145631067961
LR,perm,5,0.49223300970873785,0.5077669902912622
LR,perm,5,0.48349514563106794,0.5165048543689321
LR,perm,5,0.49902912621359224,0.5009708737864078
LR,perm,5,0.5021855269548324,0.49781447304516757
LR,perm,10,0.8723300970873786,0.12766990291262137
LR,perm,10,0.866504854368932,0.133495145631068
LR,perm,10,0.858252427184466,0.14174757281553396
LR,perm,10,0.8548543689320388,0.1451456310679612
LR,perm,10,0.8625546381738708,0.1374453618261292
LR,perm,15,0.903883495145631,0.09611650485436896
LR,perm,15,0.9063106796116505,0.09368932038834954
LR,perm,15,0.8878640776699029,0.11213592233009706
LR,perm,15,0.8932038834951457,0.10679611650485432
LR,perm,15,0.8941233608547838,0.10587663914521617
LR,perm,20,0.9087378640776699,0.09126213592233012
LR,perm,20,0.9121359223300971,0.0878640776699029
LR,perm,20,0.9004854368932039,0.09951456310679607
LR,perm,20,0.9014563106796116,0.09854368932038837
LR,perm,20,0.9062651772705197,0.0937348227294803
LR,perm,25,0.9111650485436893,0.0888349514563107
LR,perm,25,0.9135922330097087,0.08640776699029129
LR,perm,25,0.9063106796116505,0.09368932038834954
LR,perm,25,0.9009708737864077,0.09902912621359228
LR,perm,25,0.907722195240408,0.09227780475959202
LR,perm,50,0.9262135922330097,0.0737864077669903
LR,perm,50,0.9281553398058252,0.07184466019417479
LR,perm,50,0.920873786407767,0.07912621359223304
LR,perm,50,0.9233009708737864,0.07669902912621362
LR,perm,50,0.9286061194754736,0.07139388052452644
LR,perm,100,0.9422330097087379,0.05776699029126209
LR,perm,100,0.9441747572815534,0.05582524271844658
LR,perm,100,0.9364077669902913,0.06359223300970873
LR,perm,100,0.9393203883495146,0.06067961165048541
LR,perm,100,0.9363768819815445,0.06362311801845555
LR,rf_shap,1,0.41699029126213594,0.5830097087378641
LR,rf_shap,1,0.41019417475728154,0.5898058252427185
LR,rf_shap,1,0.4266990291262136,0.5733009708737864
LR,rf_shap,1,0.41359223300970877,0.5864077669902912
LR,rf_shap,1,0.3987372510927635,0.6012627489072365
LR,rf_shap,2,0.4558252427184466,0.5441747572815534
LR,rf_shap,2,0.441747572815534,0.558252427184466
LR,rf_shap,2,0.44805825242718444,0.5519417475728156
LR,rf_shap,2,0.4533980582524272,0.5466019417475728
LR,rf_shap,2,0.44779018941233606,0.5522098105876639
LR,rf_shap,3,0.46310679611650485,0.5368932038834952
LR,rf_shap,3,0.4524271844660194,0.5475728155339805
LR,rf_shap,3,0.4524271844660194,0.5475728155339805
LR,rf_shap,3,0.4587378640776699,0.5412621359223301
LR,rf_shap,3,0.4575036425449247,0.5424963574550753
LR,rf_shap,4,0.4762135922330097,0.5237864077669903
LR,rf_shap,4,0.4640776699029126,0.5359223300970875
LR,rf_shap,4,0.4645631067961165,0.5354368932038835
LR,rf_shap,4,0.47184466019417476,0.5281553398058252
LR,rf_shap,4,0.47790189412336087,0.5220981058766392
LR,rf_shap,5,0.5004854368932039,0.4995145631067961
LR,rf_shap,5,0.49223300970873785,0.5077669902912622
LR,rf_shap,5,0.48349514563106794,0.5165048543689321
LR,rf_shap,5,0.49902912621359224,0.5009708737864078
LR,rf_shap,5,0.5021855269548324,0.49781447304516757
LR,rf_shap,10,0.7796116504854369,0.2203883495145631
LR,rf_shap,10,0.7864077669902912,0.21359223300970875
LR,rf_shap,10,0.7805825242718447,0.2194174757281553
LR,rf_shap,10,0.7766990291262136,0.22330097087378642
LR,rf_shap,10,0.7761049052938319,0.22389509470616809
LR,rf_shap,15,0.8742718446601941,0.12572815533980586
LR,rf_shap,15,0.8757281553398059,0.12427184466019414
LR,rf_shap,15,0.8733009708737864,0.12669902912621356
LR,rf_shap,15,0.8679611650485437,0.1320388349514563
LR,rf_shap,15,0.8659543467702768,0.13404565322972317
LR,rf_shap,20,0.9024271844660194,0.09757281553398056
LR,rf_shap,20,0.9053398058252428,0.09466019417475724
LR,rf_shap,20,0.8956310679611651,0.1043689320388349
LR,rf_shap,20,0.8951456310679612,0.10485436893203881
LR,rf_shap,20,0.8984944147644488,0.1015055852355512
LR,rf_shap,25,0.9087378640776699,0.09126213592233012
LR,rf_shap,25,0.9072815533980583,0.09271844660194173
LR,rf_shap,25,0.8956310679611651,0.1043689320388349
LR,rf_shap,25,0.8936893203883495,0.10631067961165053
LR,rf_shap,25,0.9009227780475959,0.0990772219524041
LR,rf_shap,50,0.9281553398058252,0.07184466019417479
LR,rf_shap,50,0.9300970873786408,0.06990291262135917
LR,rf_shap,50,0.9184466019417475,0.08155339805825246
LR,rf_shap,50,0.9169902912621359,0.08300970873786406
LR,rf_shap,50,0.9150072850898494,0.08499271491015059
LR,rf_shap,100,0.9368932038834952,0.06310679611650483
LR,rf_shap,100,0.9432038834951456,0.05679611650485439
LR,rf_shap,100,0.9310679611650485,0.06893203883495147
LR,rf_shap,100,0.933009708737864,0.06699029126213596
LR,rf_shap,100,0.9310344827586207,0.06896551724137934
LR,rf,1,0.41699029126213594,0.5830097087378641
LR,rf,1,0.41019417475728154,0.5898058252427185
LR,rf,1,0.4266990291262136,0.5733009708737864
LR,rf,1,0.41359223300970877,0.5864077669902912
LR,rf,1,0.3987372510927635,0.6012627489072365
LR,rf,2,0.4558252427184466,0.5441747572815534
LR,rf,2,0.441747572815534,0.558252427184466
LR,rf,2,0.44805825242718444,0.5519417475728156
LR,rf,2,0.4533980582524272,0.5466019417475728
LR,rf,2,0.44779018941233606,0.5522098105876639
LR,rf,3,0.46067961165048543,0.5393203883495146
LR,rf,3,0.45679611650485435,0.5432038834951456
LR,rf,3,0.4563106796116505,0.5436893203883495
LR,rf,3,0.46359223300970875,0.5364077669902912
LR,rf,3,0.46090335114133074,0.5390966488586693
LR,rf,4,0.46359223300970875,0.5364077669902912
LR,rf,4,0.46553398058252426,0.5344660194174757
LR,rf,4,0.4577669902912621,0.5422330097087379
LR,rf,4,0.46747572815533983,0.5325242718446601
LR,rf,4,0.4701311316172899,0.5298688683827101
LR,rf,5,0.5004854368932039,0.4995145631067961
LR,rf,5,0.49223300970873785,0.5077669902912622
LR,rf,5,0.48349514563106794,0.5165048543689321
LR,rf,5,0.49902912621359224,0.5009708737864078
LR,rf,5,0.5021855269548324,0.49781447304516757
LR,rf,10,0.6218446601941747,0.3781553398058253
LR,rf,10,0.620873786407767,0.379126213592233
LR,rf,10,0.6121359223300971,0.38786407766990294
LR,rf,10,0.6106796116504855,0.38932038834951455
LR,rf,10,0.6061194754735308,0.39388052452646916
LR,rf,15,0.8174757281553398,0.18252427184466025
LR,rf,15,0.8199029126213592,0.18009708737864083
LR,rf,15,0.8184466019417476,0.18155339805825244
LR,rf,15,0.8150485436893203,0.18495145631067966
LR,rf,15,0.8023312287518213,0.19766877124817872
LR,rf,20,0.8980582524271845,0.10194174757281549
LR,rf,20,0.8878640776699029,0.11213592233009706
LR,rf,20,0.8878640776699029,0.11213592233009706
LR,rf,20,0.8820388349514563,0.1179611650485437
LR,rf,20,0.8703254006799417,0.12967459932005831
LR,rf,25,0.9155339805825242,0.08446601941747578
LR,rf,25,0.904368932038835,0.09563106796116505
LR,rf,25,0.9048543689320389,0.09514563106796114
LR,rf,25,0.9019417475728155,0.09805825242718447
LR,rf,25,0.8955803788246721,0.10441962117532788
LR,rf,50,0.9281553398058252,0.07184466019417479
LR,rf,50,0.9276699029126214,0.07233009708737859
LR,rf,50,0.9179611650485436,0.08203883495145636
LR,rf,50,0.9155339805825242,0.08446601941747578
LR,rf,50,0.9169499757163672,0.08305002428363284
LR,rf,100,0.9373786407766991,0.06262135922330092
LR,rf,100,0.9393203883495146,0.06067961165048541
LR,rf,100,0.9325242718446602,0.06747572815533975
LR,rf,100,0.9305825242718446,0.06941747572815538
LR,rf,100,0.932491500728509,0.06750849927149105
LR,wv_rf,1,0.41699029126213594,0.5830097087378641
LR,wv_rf,1,0.41019417475728154,0.5898058252427185
LR,wv_rf,1,0.4266990291262136,0.5733009708737864
LR,wv_rf,1,0.41359223300970877,0.5864077669902912
LR,wv_rf,1,0.3987372510927635,0.6012627489072365
LR,wv_rf,2,0.7194174757281553,0.2805825242718447
LR,wv_rf,2,0.7087378640776699,0.2912621359223301
LR,wv_rf,2,0.7160194174757282,0.28398058252427183
LR,wv_rf,2,0.7203883495145631,0.2796116504854369
LR,wv_rf,2,0.7115104419621175,0.28848955803788245
LR,wv_rf,3,0.7747572815533981,0.22524271844660193
LR,wv_rf,3,0.7655339805825243,0.2344660194174757
LR,wv_rf,3,0.7563106796116504,0.24368932038834956
LR,wv_rf,3,0.7631067961165049,0.2368932038834951
LR,wv_rf,3,0.7659057795046139,0.23409422049538609
LR,wv_rf,4,0.7699029126213592,0.23009708737864076
LR,wv_rf,4,0.7611650485436893,0.23883495145631073
LR,wv_rf,4,0.7543689320388349,0.24563106796116507
LR,wv_rf,4,0.762621359223301,0.237378640776699
LR,wv_rf,4,0.7561923263720253,0.24380767362797473
LR,wv_rf,5,0.7771844660194175,0.22281553398058251
LR,wv_rf,5,0.7592233009708738,0.24077669902912624
LR,wv_rf,5,0.7563106796116504,0.24368932038834956
LR,wv_rf,5,0.7728155339805826,0.22718446601941744
LR,wv_rf,5,0.7620203982515784,0.2379796017484216
LR,wv_rf,10,0.8213592233009709,0.1786407766990291
LR,wv_rf,10,0.8092233009708738,0.1907766990291262
LR,wv_rf,10,0.8101941747572815,0.1898058252427185
LR,wv_rf,10,0.8106796116504854,0.1893203883495146
LR,wv_rf,10,0.8130160271976687,0.18698397280233126
LR,wv_rf,15,0.8563106796116505,0.14368932038834947
LR,wv_rf,15,0.845631067961165,0.15436893203883495
LR,wv_rf,15,0.8364077669902913,0.1635922330097087
LR,wv_rf,15,0.8514563106796117,0.1485436893203883
LR,wv_rf,15,0.847013113161729,0.152986886838271
LR,wv_rf,20,0.9087378640776699,0.09126213592233012
LR,wv_rf,20,0.903883495145631,0.09611650485436896
LR,wv_rf,20,0.9009708737864077,0.09902912621359228
LR,wv_rf,20,0.9014563106796116,0.09854368932038837
LR,wv_rf,20,0.9004371053909664,0.09956289460903356
LR,wv_rf,25,0.920873786407767,0.07912621359223304
LR,wv_rf,25,0.9237864077669903,0.07621359223300972
LR,wv_rf,25,0.916504854368932,0.08349514563106797
LR,wv_rf,25,0.9169902912621359,0.08300970873786406
LR,wv_rf,25,0.9169499757163672,0.08305002428363284
LR,wv_rf,50,0.929126213592233,0.07087378640776698
LR,wv_rf,50,0.9368932038834952,0.06310679611650483
LR,wv_rf,50,0.9233009708737864,0.07669902912621362
LR,wv_rf,50,0.9276699029126214,0.07233009708737859
LR,wv_rf,50,0.9271491015055853,0.07285089849441473
LR,wv_rf,100,0.9378640776699029,0.062135922330097126
LR,wv_rf,100,0.9393203883495146,0.06067961165048541
LR,wv_rf,100,0.933495145631068,0.06650485436893205
LR,wv_rf,100,0.9378640776699029,0.062135922330097126
LR,wv_rf,100,0.9388052452646916,0.06119475473530844
LR,xgb_shap,1,0.4116504854368932,0.5883495145631068
LR,xgb_shap,1,0.41019417475728154,0.5898058252427185
LR,xgb_shap,1,0.42572815533980585,0.5742718446601942
LR,xgb_shap,1,0.4145631067961165,0.5854368932038835
LR,xgb_shap,1,0.3977659057795046,0.6022340942204953
LR,xgb_shap,2,0.4223300970873786,0.5776699029126213
LR,xgb_shap,2,0.4155339805825243,0.5844660194174758
LR,xgb_shap,2,0.43398058252427185,0.5660194174757281
LR,xgb_shap,2,0.41650485436893203,0.583495145631068
LR,xgb_shap,2,0.4031083050024284,0.5968916949975716
LR,xgb_shap,3,0.75,0.25
LR,xgb_shap,3,0.7456310679611651,0.2543689320388349
LR,xgb_shap,3,0.7432038834951457,0.25679611650485434
LR,xgb_shap,3,0.7446601941747573,0.25533980582524274
LR,xgb_shap,3,0.7527926177756192,0.24720738222438077
LR,xgb_shap,4,0.8213592233009709,0.1786407766990291
LR,xgb_shap,4,0.8266990291262136,0.17330097087378638
LR,xgb_shap,4,0.8155339805825242,0.18446601941747576
LR,xgb_shap,4,0.8203883495145631,0.17961165048543692
LR,xgb_shap,4,0.8130160271976687,0.18698397280233126
LR,xgb_shap,5,0.8762135922330098,0.12378640776699024
LR,xgb_shap,5,0.8723300970873786,0.12766990291262137
LR,xgb_shap,5,0.8655339805825243,0.1344660194174757
LR,xgb_shap,5,0.8660194174757282,0.1339805825242718
LR,xgb_shap,5,0.8678970373967946,0.13210296260320542
LR,xgb_shap,10,0.887378640776699,0.11262135922330097
LR,xgb_shap,10,0.8864077669902912,0.11359223300970878
LR,xgb_shap,10,0.8956310679611651,0.1043689320388349
LR,xgb_shap,10,0.887378640776699,0.11262135922330097
LR,xgb_shap,10,0.8926663428848955,0.10733365711510445
LR,xgb_shap,15,0.9116504854368932,0.0883495145631068
LR,xgb_shap,15,0.9029126213592233,0.09708737864077666
LR,xgb_shap,15,0.9033980582524271,0.09660194174757286
LR,xgb_shap,15,0.9004854368932039,0.09951456310679607
LR,xgb_shap,15,0.8999514327343371,0.10004856726566291
LR,xgb_shap,20,0.9184466019417475,0.08155339805825246
LR,xgb_shap,20,0.912621359223301,0.08737864077669899
LR,xgb_shap,20,0.9131067961165048,0.0868932038834952
LR,xgb_shap,20,0.9058252427184466,0.09417475728155345
LR,xgb_shap,20,0.9072365225837785,0.09276347741622148
LR,xgb_shap,25,0.9305825242718446,0.06941747572815538
LR,xgb_shap,25,0.925242718446602,0.074757281553398
LR,xgb_shap,25,0.9315533980582524,0.06844660194174756
LR,xgb_shap,25,0.9223300970873787,0.07766990291262132
LR,xgb_shap,25,0.917921321029626,0.08207867897037402
LR,xgb_shap,50,0.9490291262135923,0.050970873786407744
LR,xgb_shap,50,0.9466019417475728,0.05339805825242716
LR,xgb_shap,50,0.9383495145631068,0.06165048543689322
LR,xgb_shap,50,0.9495145631067962,0.05048543689320384
LR,xgb_shap,50,0.9349198640116562,0.06508013598834383
LR,xgb_shap,100,0.9553398058252427,0.044660194174757306
LR,xgb_shap,100,0.9587378640776699,0.04126213592233008
LR,xgb_shap,100,0.9490291262135923,0.050970873786407744
LR,xgb_shap,100,0.9587378640776699,0.04126213592233008
LR,xgb_shap,100,0.9490043710539097,0.05099562894609033
