perm,rf,rf_shap,variable,wv_rf,xgb,xgb_shap,task
0.000837970923991083,0.0009454020679496324,0.002360549472673059,fBodyAcc-skewness()-Z,0.4693826812710716,0.002051590709015727,0.0016314424574375153,clf
0.0006781439258981473,0.0007541482049540737,0.0014819641088429474,fBodyAcc-kurtosis()-Z,0.6840221729632184,0.0006205132813192902,0.0006061740568839014,clf
0.006500676141810525,0.004995354744498399,0.016213360142986098,"fBodyAcc-bandsEnergy()-1,8",2.8522377989751697,0.009937620721757412,0.12162447720766068,clf
0.004346902221340399,0.002116930586573701,0.010950249950619977,"fBodyAcc-bandsEnergy()-9,16",0.34427451167690826,0.0018931905506178735,0.003936627879738808,clf
0.0005172484567004909,0.0007682311135207966,0.002548583277122893,"fBodyAcc-bandsEnergy()-17,24",0.10704530437548616,0.0004727689374703914,0.0007145500276237726,clf
0.00021542810859832262,0.0006632681928590656,0.0018404788554523788,"fBodyAcc-bandsEnergy()-25,32",0.041056697689151656,0.0004552876052912325,0.00027021070127375424,clf
0.0009830308017710805,0.0007517605875054808,0.0009560113459983416,"fBodyAcc-bandsEnergy()-33,40",0.2527267458469747,0.0006465371116064488,0.0006136437878012657,clf
0.0008808167797494073,0.0003815062035977334,0.0010365949247340526,"fBodyAcc-bandsEnergy()-41,48",0.12221788514482294,0.0005461348337121309,0.0007648402242921293,clf
0.00015499522198483384,0.000322022031707288,0.00036414182579689317,"fBodyAcc-bandsEnergy()-49,56",0.06714126926220879,0.0005048104212619363,0.000359821948222816,clf
0.0005617063960369918,0.00022028747401365762,0.0005699947174609174,"fBodyAcc-bandsEnergy()-57,64",0.09223527647860216,0.0003632314328569919,0.00031836156267672777,clf
0.009786035958100271,0.006228099127121308,0.014848005507343519,"fBodyAcc-bandsEnergy()-1,16",3.6624004077578176,0.0008412277675233781,0.002571314573287964,clf
0.0003806632133516582,0.0017247745607306172,0.008979666430812116,"fBodyAcc-bandsEnergy()-17,32",0.14050852174865766,0.0003552231064531952,0.00032156932866200805,clf
0.0006085674963836312,0.000426658645047683,0.0012810873864625176,"fBodyAcc-bandsEnergy()-33,48",0.12682359302561022,0.0005954527878202497,0.0010155666386708617,clf
0.0007852663605502115,0.00022442606486112367,0.0010765986755340241,"fBodyAcc-bandsEnergy()-49,64",0.07752983243472167,0.00029771853587590163,0.00017397206102032214,clf
