model,method,k,metric,value,task
RF,wv_rf,8,MAE,1.8793368131535708,reg
RF,wv_rf,9,MAE,1.7306744327925585,reg
RF,wv_rf,9,MAE,1.8714642566555113,reg
RF,wv_rf,9,MAE,1.8496111063382463,reg
RF,wv_rf,9,MAE,1.8654982753006903,reg
RF,wv_rf,9,MAE,1.883055248644515,reg
RF,wv_rf,10,MAE,1.7318749350339706,reg
RF,wv_rf,10,MAE,1.8719747336185866,reg
RF,wv_rf,10,MAE,1.8479192079041338,reg
RF,wv_rf,10,MAE,1.867822207570395,reg
RF,wv_rf,10,MAE,1.8823585588469058,reg
RF,xgb_shap,1,MAE,2.0121499307089543,reg
RF,xgb_shap,1,MAE,2.1665971606458014,reg
RF,xgb_shap,1,MAE,2.1601533652448195,reg
RF,xgb_shap,1,MAE,2.2605279583759272,reg
RF,xgb_shap,1,MAE,2.2123401283043234,reg
RF,xgb_shap,2,MAE,1.9269051321099107,reg
RF,xgb_shap,2,MAE,2.082699914089204,reg
RF,xgb_shap,2,MAE,2.0646147909964863,reg
RF,xgb_shap,2,MAE,2.16022184654873,reg
RF,xgb_shap,2,MAE,2.117888464138247,reg
RF,xgb_shap,3,MAE,1.7946070512170398,reg
RF,xgb_shap,3,MAE,1.942976212503554,reg
RF,xgb_shap,3,MAE,1.909311436833962,reg
RF,xgb_shap,3,MAE,1.9560338639660901,reg
RF,xgb_shap,3,MAE,1.94193918382136,reg
RF,xgb_shap,4,MAE,1.7926675983268634,reg
RF,xgb_shap,4,MAE,1.941287457574304,reg
RF,xgb_shap,4,MAE,1.9073844458607807,reg
RF,xgb_shap,4,MAE,1.9537434012706765,reg
RF,xgb_shap,4,MAE,1.939901476319086,reg
RF,xgb_shap,5,MAE,1.7500949955048875,reg
RF,xgb_shap,5,MAE,1.8872021725158303,reg
RF,xgb_shap,5,MAE,1.8588162255485576,reg
RF,xgb_shap,5,MAE,1.8921010067572208,reg
RF,xgb_shap,5,MAE,1.8969505502626327,reg
RF,xgb_shap,6,MAE,1.7496109019879045,reg
RF,xgb_shap,6,MAE,1.8871055184131602,reg
RF,xgb_shap,6,MAE,1.858439936540368,reg
RF,xgb_shap,6,MAE,1.891527216208872,reg
RF,xgb_shap,6,MAE,1.896040866945108,reg
RF,xgb_shap,7,MAE,1.7416681264147198,reg
RF,xgb_shap,7,MAE,1.8811164671506995,reg
RF,xgb_shap,7,MAE,1.8526039619157866,reg
RF,xgb_shap,7,MAE,1.882011800615955,reg
RF,xgb_shap,7,MAE,1.8880237651355858,reg
RF,xgb_shap,8,MAE,1.7344275719270201,reg
RF,xgb_shap,8,MAE,1.8747075737568148,reg
RF,xgb_shap,8,MAE,1.8464851155083326,reg
RF,xgb_shap,8,MAE,1.8719357329553412,reg
RF,xgb_shap,8,MAE,1.8793368131535706,reg
RF,xgb_shap,9,MAE,1.7306744327925578,reg
RF,xgb_shap,9,MAE,1.871464256655511,reg
RF,xgb_shap,9,MAE,1.8496111063382463,reg
RF,xgb_shap,9,MAE,1.8654982753006903,reg
RF,xgb_shap,9,MAE,1.883055248644515,reg
RF,xgb_shap,10,MAE,1.7318749350339702,reg
RF,xgb_shap,10,MAE,1.8719747336185866,reg
RF,xgb_shap,10,MAE,1.8479192079041338,reg
RF,xgb_shap,10,MAE,1.867822207570395,reg
RF,xgb_shap,10,MAE,1.8823585588469058,reg
LR,xgb,1,MAE,2.0793979172237247,reg
LR,xgb,1,MAE,2.164837906383698,reg
LR,xgb,1,MAE,2.157973491963665,reg
LR,xgb,1,MAE,2.173038667258647,reg
LR,xgb,1,MAE,2.1950998496710037,reg
LR,xgb,2,MAE,1.6584276163443021,reg
LR,xgb,2,MAE,1.7563200499247063,reg
LR,xgb,2,MAE,1.6781236562946686,reg
LR,xgb,2,MAE,1.7299619443804624,reg
LR,xgb,2,MAE,1.6644813198343127,reg
LR,xgb,3,MAE,1.6740377148707217,reg
LR,xgb,3,MAE,1.7085441398690464,reg
LR,xgb,3,MAE,1.651565341481502,reg
LR,xgb,3,MAE,1.7014175999846066,reg
LR,xgb,3,MAE,1.6647944920170474,reg
LR,xgb,4,MAE,1.6408064184694953,reg
LR,xgb,4,MAE,1.680557068982463,reg
LR,xgb,4,MAE,1.6148984120549206,reg
LR,xgb,4,MAE,1.6657597958953891,reg
LR,xgb,4,MAE,1.6940247576086174,reg
LR,xgb,5,MAE,1.607660896912455,reg
LR,xgb,5,MAE,1.6544382640868518,reg
LR,xgb,5,MAE,1.5720289203593898,reg
LR,xgb,5,MAE,1.6337386776582261,reg
LR,xgb,5,MAE,1.670141333686945,reg
LR,xgb,6,MAE,1.6000467107603564,reg
LR,xgb,6,MAE,1.637129360964288,reg
LR,xgb,6,MAE,1.5639259063470696,reg
LR,xgb,6,MAE,1.6194007432701583,reg
LR,xgb,6,MAE,1.6543610951197527,reg
LR,xgb,7,MAE,1.569573701424312,reg
LR,xgb,7,MAE,1.6179648042008554,reg
LR,xgb,7,MAE,1.5346476742911086,reg
LR,xgb,7,MAE,1.5914470580973685,reg
LR,xgb,7,MAE,1.6298233120365646,reg
LR,xgb,8,MAE,1.5694140576328053,reg
LR,xgb,8,MAE,1.617538684988955,reg
LR,xgb,8,MAE,1.5352467479669931,reg
LR,xgb,8,MAE,1.5914724383353587,reg
LR,xgb,8,MAE,1.6300622804302483,reg
LR,xgb,9,MAE,1.5688643029663711,reg
LR,xgb,9,MAE,1.619039380821475,reg
LR,xgb,9,MAE,1.5354722707104465,reg
LR,xgb,9,MAE,1.5909027029809437,reg
LR,xgb,9,MAE,1.6297028478051256,reg
LR,xgb,10,MAE,1.568864302966371,reg
LR,xgb,10,MAE,1.6190393808214758,reg
LR,xgb,10,MAE,1.5410553892215568,reg
LR,xgb,10,MAE,1.596126497005988,reg
LR,xgb,10,MAE,1.6297028478051219,reg
LR,perm,1,MAE,1.8019382226759815,reg
LR,perm,1,MAE,1.8911625322564332,reg
LR,perm,1,MAE,1.8148925154468007,reg
LR,perm,1,MAE,1.8115484478272534,reg
LR,perm,1,MAE,1.8273354894637812,reg
LR,perm,2,MAE,1.6584276163443026,reg
LR,perm,2,MAE,1.7563200499247063,reg
LR,perm,2,MAE,1.6781236562946686,reg
LR,perm,2,MAE,1.7299619443804621,reg
LR,perm,2,MAE,1.6644813198343122,reg
LR,perm,3,MAE,1.674037714870722,reg
LR,perm,3,MAE,1.7085441398690464,reg
LR,perm,3,MAE,1.651565341481502,reg
LR,perm,3,MAE,1.7014175999846062,reg
LR,perm,3,MAE,1.6647944920170479,reg
LR,perm,4,MAE,1.6408064184694946,reg
LR,perm,4,MAE,1.680557068982463,reg
LR,perm,4,MAE,1.6148984120549206,reg
LR,perm,4,MAE,1.6657597958953887,reg
LR,perm,4,MAE,1.6940247576086174,reg
LR,perm,5,MAE,1.6141823957717873,reg
LR,perm,5,MAE,1.6661984249206852,reg
LR,perm,5,MAE,1.5810284689220315,reg
LR,perm,5,MAE,1.6364448926709865,reg
LR,perm,5,MAE,1.6660465650799228,reg
LR,perm,6,MAE,1.6050747626455855,reg
LR,perm,6,MAE,1.6508003368935835,reg
LR,perm,6,MAE,1.5705296826903643,reg
LR,perm,6,MAE,1.6185675787774871,reg
LR,perm,6,MAE,1.6514115844566088,reg
LR,perm,7,MAE,1.6050230713310962,reg
LR,perm,7,MAE,1.6498777161748592,reg
LR,perm,7,MAE,1.5723608966464644,reg
LR,perm,7,MAE,1.6189571406136456,reg
LR,perm,7,MAE,1.6507245975039673,reg
LR,perm,8,MAE,1.5694140576328057,reg
LR,perm,8,MAE,1.6175386849889548,reg
LR,perm,8,MAE,1.5352467479669936,reg
LR,perm,8,MAE,1.5914724383353591,reg
LR,perm,8,MAE,1.630062280430249,reg
LR,perm,9,MAE,1.5688643029663683,reg
LR,perm,9,MAE,1.6190393808214756,reg
LR,perm,9,MAE,1.5354722707104465,reg
LR,perm,9,MAE,1.5909027029809426,reg
LR,perm,9,MAE,1.6297028478051245,reg
LR,perm,10,MAE,1.5688643029663685,reg
LR,perm,10,MAE,1.6190393808214756,reg
LR,perm,10,MAE,1.5354722707104462,reg
LR,perm,10,MAE,1.5909027029809422,reg
LR,perm,10,MAE,1.6293226047904192,reg
LR,rf_shap,1,MAE,1.8019382226759815,reg
LR,rf_shap,1,MAE,1.8911625322564332,reg
LR,rf_shap,1,MAE,1.8148925154468007,reg
LR,rf_shap,1,MAE,1.8115484478272534,reg
LR,rf_shap,1,MAE,1.8273354894637812,reg
LR,rf_shap,2,MAE,1.6584276163443026,reg
LR,rf_shap,2,MAE,1.7563200499247063,reg
LR,rf_shap,2,MAE,1.6781236562946686,reg
LR,rf_shap,2,MAE,1.7299619443804621,reg
LR,rf_shap,2,MAE,1.6644813198343122,reg
LR,rf_shap,3,MAE,1.6185152368014681,reg
LR,rf_shap,3,MAE,1.7168528344761314,reg
LR,rf_shap,3,MAE,1.6279464824741325,reg
LR,rf_shap,3,MAE,1.6888703660929527,reg
LR,rf_shap,3,MAE,1.690235024200779,reg
LR,rf_shap,4,MAE,1.6408064184694953,reg
LR,rf_shap,4,MAE,1.680557068982463,reg
LR,rf_shap,4,MAE,1.6148984120549208,reg
LR,rf_shap,4,MAE,1.6657597958953887,reg
LR,rf_shap,4,MAE,1.6940247576086178,reg
LR,rf_shap,5,MAE,1.6141823957717873,reg
LR,rf_shap,5,MAE,1.666198424920685,reg
LR,rf_shap,5,MAE,1.5810284689220315,reg
LR,rf_shap,5,MAE,1.6364448926709865,reg
LR,rf_shap,5,MAE,1.6660465650799223,reg
LR,rf_shap,6,MAE,1.6050747626455848,reg
LR,rf_shap,6,MAE,1.6508003368935835,reg
LR,rf_shap,6,MAE,1.5705296826903645,reg
LR,rf_shap,6,MAE,1.6185675787774871,reg
LR,rf_shap,6,MAE,1.651411584456609,reg
LR,rf_shap,7,MAE,1.5695737014243119,reg
LR,rf_shap,7,MAE,1.6179648042008552,reg
LR,rf_shap,7,MAE,1.5346476742911084,reg
LR,rf_shap,7,MAE,1.5914470580973696,reg
LR,rf_shap,7,MAE,1.629823312036564,reg
LR,rf_shap,8,MAE,1.5694140576328046,reg
LR,rf_shap,8,MAE,1.6175386849889548,reg
LR,rf_shap,8,MAE,1.5352467479669938,reg
LR,rf_shap,8,MAE,1.5914724383353596,reg
LR,rf_shap,8,MAE,1.630062280430249,reg
LR,rf_shap,9,MAE,1.5688643029663683,reg
LR,rf_shap,9,MAE,1.619039380821475,reg
LR,rf_shap,9,MAE,1.5354722707104465,reg
LR,rf_shap,9,MAE,1.590902702980943,reg
LR,rf_shap,9,MAE,1.629702847805125,reg
LR,rf_shap,10,MAE,1.5688643029663685,reg
LR,rf_shap,10,MAE,1.6190393808214751,reg
LR,rf_shap,10,MAE,1.5354722707104465,reg
LR,rf_shap,10,MAE,1.590902702980942,reg
LR,rf_shap,10,MAE,1.6319797904191617,reg
LR,rf,1,MAE,1.8019382226759815,reg
LR,rf,1,MAE,1.8911625322564332,reg
LR,rf,1,MAE,1.8148925154468007,reg
LR,rf,1,MAE,1.8115484478272534,reg
LR,rf,1,MAE,1.8273354894637812,reg
LR,rf,2,MAE,1.7838709820839378,reg
LR,rf,2,MAE,1.875855753564224,reg
LR,rf,2,MAE,1.8000066091703535,reg
LR,rf,2,MAE,1.7970877614760228,reg
LR,rf,2,MAE,1.8588489950142093,reg
LR,rf,3,MAE,1.6608920107621221,reg
LR,rf,3,MAE,1.7908737651388635,reg
LR,rf,3,MAE,1.694240928569117,reg
LR,rf,3,MAE,1.7255989063230635,reg
LR,rf,3,MAE,1.7522933303945116,reg
LR,rf,4,MAE,1.6408064184694953,reg
LR,rf,4,MAE,1.680557068982463,reg
LR,rf,4,MAE,1.6148984120549206,reg
LR,rf,4,MAE,1.6657597958953891,reg
LR,rf,4,MAE,1.6940247576086178,reg
LR,rf,5,MAE,1.6337173554497473,reg
LR,rf,5,MAE,1.6660387636883343,reg
LR,rf,5,MAE,1.604789146173178,reg
LR,rf,5,MAE,1.652563478071354,reg
LR,rf,5,MAE,1.6819342819710787,reg
LR,rf,6,MAE,1.6050747626455855,reg
LR,rf,6,MAE,1.6508003368935837,reg
LR,rf,6,MAE,1.5705296826903652,reg
LR,rf,6,MAE,1.6185675787774871,reg
LR,rf,6,MAE,1.651411584456609,reg
LR,rf,7,MAE,1.6050230713310967,reg
LR,rf,7,MAE,1.649877716174859,reg
LR,rf,7,MAE,1.5723608966464644,reg
LR,rf,7,MAE,1.6189571406136463,reg
LR,rf,7,MAE,1.6507245975039673,reg
LR,rf,8,MAE,1.5694140576328053,reg
LR,rf,8,MAE,1.617538684988955,reg
LR,rf,8,MAE,1.5352467479669936,reg
LR,rf,8,MAE,1.5914724383353596,reg
LR,rf,8,MAE,1.6300622804302494,reg
LR,rf,9,MAE,1.5688643029663683,reg
LR,rf,9,MAE,1.6190393808214756,reg
LR,rf,9,MAE,1.5354722707104462,reg
LR,rf,9,MAE,1.5909027029809422,reg
LR,rf,9,MAE,1.6297028478051248,reg
LR,rf,10,MAE,1.575657894736842,reg
LR,rf,10,MAE,1.6190393808214756,reg
LR,rf,10,MAE,1.5354722707104458,reg
LR,rf,10,MAE,1.590902702980943,reg
LR,rf,10,MAE,1.6297028478051239,reg
LR,wv_rf,1,MAE,1.8019382226759815,reg
LR,wv_rf,1,MAE,1.8911625322564332,reg
LR,wv_rf,1,MAE,1.8148925154468007,reg
LR,wv_rf,1,MAE,1.8115484478272534,reg
LR,wv_rf,1,MAE,1.8273354894637812,reg
LR,wv_rf,2,MAE,1.6584276163443026,reg
LR,wv_rf,2,MAE,1.7563200499247063,reg
LR,wv_rf,2,MAE,1.6781236562946686,reg
LR,wv_rf,2,MAE,1.7299619443804621,reg
LR,wv_rf,2,MAE,1.6644813198343122,reg
LR,wv_rf,3,MAE,1.6619217161314683,reg
LR,wv_rf,3,MAE,1.7509568446602426,reg
LR,wv_rf,3,MAE,1.6741817899347493,reg
LR,wv_rf,3,MAE,1.7289722912260492,reg
LR,wv_rf,3,MAE,1.6667338729283463,reg
LR,wv_rf,4,MAE,1.6711473955588636,reg
LR,wv_rf,4,MAE,1.6982799355378975,reg
LR,wv_rf,4,MAE,1.6482005564722941,reg
LR,wv_rf,4,MAE,1.6922584401712315,reg
LR,wv_rf,4,MAE,1.6548964982454408,reg
LR,wv_rf,5,MAE,1.633717355449747,reg
LR,wv_rf,5,MAE,1.6660387636883343,reg
LR,wv_rf,5,MAE,1.604789146173178,reg
LR,wv_rf,5,MAE,1.6525634780713545,reg
LR,wv_rf,5,MAE,1.6819342819710796,reg
LR,wv_rf,6,MAE,1.6109798162739999,reg
LR,wv_rf,6,MAE,1.6592288513714342,reg
LR,wv_rf,6,MAE,1.5722822728633878,reg
LR,wv_rf,6,MAE,1.6261275364637484,reg
LR,wv_rf,6,MAE,1.66213546383293,reg
LR,wv_rf,7,MAE,1.6050230713310971,reg
LR,wv_rf,7,MAE,1.649877716174859,reg
LR,wv_rf,7,MAE,1.572360896646464,reg
LR,wv_rf,7,MAE,1.6189571406136458,reg
LR,wv_rf,7,MAE,1.6507245975039673,reg
LR,wv_rf,8,MAE,1.5694140576328053,reg
LR,wv_rf,8,MAE,1.6175386849889546,reg
LR,wv_rf,8,MAE,1.5352467479669936,reg
LR,wv_rf,8,MAE,1.5914724383353591,reg
LR,wv_rf,8,MAE,1.6300622804302491,reg
LR,wv_rf,9,MAE,1.5688643029663683,reg
LR,wv_rf,9,MAE,1.619039380821475,reg
LR,wv_rf,9,MAE,1.535472270710447,reg
LR,wv_rf,9,MAE,1.590902702980942,reg
LR,wv_rf,9,MAE,1.6297028478051248,reg
LR,wv_rf,10,MAE,1.5688643029663687,reg
LR,wv_rf,10,MAE,1.6190393808214756,reg
LR,wv_rf,10,MAE,1.5464071856287425,reg
LR,wv_rf,10,MAE,1.59438622754491,reg
LR,wv_rf,10,MAE,1.633065119760479,reg
LR,xgb_shap,1,MAE,2.0793979172237247,reg
LR,xgb_shap,1,MAE,2.164837906383698,reg
LR,xgb_shap,1,MAE,2.157973491963665,reg
LR,xgb_shap,1,MAE,2.173038667258647,reg
LR,xgb_shap,1,MAE,2.1950998496710037,reg
LR,xgb_shap,2,MAE,1.6584276163443021,reg
LR,xgb_shap,2,MAE,1.7563200499247063,reg
LR,xgb_shap,2,MAE,1.6781236562946686,reg
LR,xgb_shap,2,MAE,1.7299619443804624,reg
LR,xgb_shap,2,MAE,1.6644813198343127,reg
LR,xgb_shap,3,MAE,1.6740377148707217,reg
LR,xgb_shap,3,MAE,1.7085441398690464,reg
LR,xgb_shap,3,MAE,1.651565341481502,reg
LR,xgb_shap,3,MAE,1.7014175999846066,reg
LR,xgb_shap,3,MAE,1.6647944920170474,reg
LR,xgb_shap,4,MAE,1.6408064184694953,reg
LR,xgb_shap,4,MAE,1.680557068982463,reg
LR,xgb_shap,4,MAE,1.6148984120549206,reg
LR,xgb_shap,4,MAE,1.6657597958953891,reg
LR,xgb_shap,4,MAE,1.6940247576086174,reg
LR,xgb_shap,5,MAE,1.607660896912455,reg
LR,xgb_shap,5,MAE,1.6544382640868518,reg
LR,xgb_shap,5,MAE,1.5720289203593898,reg
LR,xgb_shap,5,MAE,1.6337386776582261,reg
LR,xgb_shap,5,MAE,1.670141333686945,reg
LR,xgb_shap,6,MAE,1.6000467107603564,reg
LR,xgb_shap,6,MAE,1.637129360964288,reg
LR,xgb_shap,6,MAE,1.5639259063470696,reg
LR,xgb_shap,6,MAE,1.6194007432701583,reg
LR,xgb_shap,6,MAE,1.6543610951197527,reg
LR,xgb_shap,7,MAE,1.569573701424312,reg
LR,xgb_shap,7,MAE,1.6179648042008554,reg
LR,xgb_shap,7,MAE,1.5346476742911086,reg
LR,xgb_shap,7,MAE,1.5914470580973685,reg
LR,xgb_shap,7,MAE,1.6298233120365646,reg
LR,xgb_shap,8,MAE,1.5694140576328053,reg
LR,xgb_shap,8,MAE,1.617538684988955,reg
LR,xgb_shap,8,MAE,1.5352467479669931,reg
LR,xgb_shap,8,MAE,1.5914724383353587,reg
LR,xgb_shap,8,MAE,1.6300622804302483,reg
LR,xgb_shap,9,MAE,1.5688643029663711,reg
LR,xgb_shap,9,MAE,1.619039380821475,reg
LR,xgb_shap,9,MAE,1.5354722707104465,reg
LR,xgb_shap,9,MAE,1.5909027029809437,reg
LR,xgb_shap,9,MAE,1.6297028478051256,reg
LR,xgb_shap,10,MAE,1.568864302966371,reg
LR,xgb_shap,10,MAE,1.6190393808214758,reg
LR,xgb_shap,10,MAE,1.5410553892215568,reg
LR,xgb_shap,10,MAE,1.596126497005988,reg
LR,xgb_shap,10,MAE,1.6297028478051219,reg
SVM,xgb,1,MSE,7.744290596497243,reg
SVM,xgb,1,MSE,9.001884770999558,reg
SVM,xgb,1,MSE,8.806764678015927,reg
SVM,xgb,1,MSE,8.789080278499995,reg
SVM,xgb,1,MSE,8.773010984473926,reg
SVM,xgb,2,MSE,4.563296075562294,reg
SVM,xgb,2,MSE,5.166120007359189,reg
SVM,xgb,2,MSE,4.591566722790977,reg
SVM,xgb,2,MSE,5.278987703981257,reg
SVM,xgb,2,MSE,4.866204632344384,reg
SVM,xgb,3,MSE,4.460962371492921,reg
SVM,xgb,3,MSE,4.948881568645873,reg
SVM,xgb,3,MSE,4.330661438809166,reg
SVM,xgb,3,MSE,4.958355372232139,reg
SVM,xgb,3,MSE,4.651922822532976,reg
SVM,xgb,4,MSE,4.494741286603405,reg
SVM,xgb,4,MSE,5.034094489477272,reg
SVM,xgb,4,MSE,4.361640662289506,reg
SVM,xgb,4,MSE,5.070940131866379,reg
SVM,xgb,4,MSE,4.672488949337983,reg
SVM,xgb,5,MSE,4.342047055346656,reg
SVM,xgb,5,MSE,4.960461748867351,reg
SVM,xgb,5,MSE,4.2272928896739375,reg
SVM,xgb,5,MSE,4.967999229874881,reg
SVM,xgb,5,MSE,4.600309460534537,reg
SVM,xgb,6,MSE,4.272238517994581,reg
SVM,xgb,6,MSE,4.986660301797201,reg
SVM,xgb,6,MSE,4.202374073183769,reg
SVM,xgb,6,MSE,4.994693473231405,reg
SVM,xgb,6,MSE,4.489033143752467,reg
SVM,xgb,7,MSE,4.216658414380248,reg
SVM,xgb,7,MSE,4.958608776595599,reg
SVM,xgb,7,MSE,4.263453501760618,reg
SVM,xgb,7,MSE,4.985670423960293,reg
SVM,xgb,7,MSE,4.580848945679774,reg
SVM,xgb,8,MSE,4.198442163304231,reg
SVM,xgb,8,MSE,4.930437413431062,reg
SVM,xgb,8,MSE,4.242474982182365,reg
SVM,xgb,8,MSE,4.905132797281578,reg
SVM,xgb,8,MSE,4.521180737264577,reg
SVM,xgb,9,MSE,4.205841149423044,reg
SVM,xgb,9,MSE,4.932719501171549,reg
SVM,xgb,9,MSE,4.225706147965509,reg
SVM,xgb,9,MSE,4.945427642485238,reg
SVM,xgb,9,MSE,4.51640689166514,reg
SVM,xgb,10,MSE,4.209800549882127,reg
SVM,xgb,10,MSE,4.907760048464229,reg
SVM,xgb,10,MSE,4.240198869958745,reg
SVM,xgb,10,MSE,4.97463549992996,reg
SVM,xgb,10,MSE,4.574863427840292,reg
SVM,perm,1,MSE,5.593257642692023,reg
SVM,perm,1,MSE,6.263440552475076,reg
SVM,perm,1,MSE,5.928016608021484,reg
SVM,perm,1,MSE,6.0665073856757745,reg
SVM,perm,1,MSE,5.718054349158125,reg
SVM,perm,2,MSE,4.560438439373576,reg
SVM,perm,2,MSE,5.190961402448108,reg
SVM,perm,2,MSE,4.616179315082969,reg
SVM,perm,2,MSE,5.293442388106624,reg
SVM,perm,2,MSE,4.7674613034633655,reg
SVM,perm,3,MSE,4.440899038746784,reg
SVM,perm,3,MSE,4.949513484074075,reg
SVM,perm,3,MSE,4.323186130597881,reg
SVM,perm,3,MSE,4.976337583582836,reg
SVM,perm,3,MSE,4.6704428382243375,reg
SVM,perm,4,MSE,4.488578669943787,reg
SVM,perm,4,MSE,5.040875789606478,reg
SVM,perm,4,MSE,4.310530230920616,reg
SVM,perm,4,MSE,5.137992447185226,reg
SVM,perm,4,MSE,4.6642643060291995,reg
SVM,perm,5,MSE,4.333096002187309,reg
SVM,perm,5,MSE,4.94391495409944,reg
SVM,perm,5,MSE,4.368461057259115,reg
SVM,perm,5,MSE,5.024134253198882,reg
SVM,perm,5,MSE,4.644265988652698,reg
SVM,perm,6,MSE,4.291054447968517,reg
SVM,perm,6,MSE,5.018957347124782,reg
SVM,perm,6,MSE,4.365019064292394,reg
SVM,perm,6,MSE,5.028140449353977,reg
SVM,perm,6,MSE,4.546697709584754,reg
SVM,perm,7,MSE,4.283245408000958,reg
SVM,perm,7,MSE,5.033158199399895,reg
SVM,perm,7,MSE,4.313778923363309,reg
SVM,perm,7,MSE,5.0323241160968815,reg
SVM,perm,7,MSE,4.585878657963273,reg
SVM,perm,8,MSE,4.217534958470502,reg
SVM,perm,8,MSE,4.91472239430519,reg
SVM,perm,8,MSE,4.218202780728099,reg
SVM,perm,8,MSE,4.926186509230165,reg
SVM,perm,8,MSE,4.533611797208151,reg
SVM,perm,9,MSE,4.208639923965711,reg
SVM,perm,9,MSE,4.962216969053871,reg
SVM,perm,9,MSE,4.207790109498346,reg
SVM,perm,9,MSE,4.948898705869821,reg
SVM,perm,9,MSE,4.522092118729694,reg
SVM,perm,10,MSE,4.244757593890755,reg
SVM,perm,10,MSE,4.941167708588743,reg
SVM,perm,10,MSE,4.275768194913103,reg
SVM,perm,10,MSE,4.95069283999879,reg
SVM,perm,10,MSE,4.589579460122903,reg
SVM,rf_shap,1,MSE,5.586870713474026,reg
SVM,rf_shap,1,MSE,6.265657738990197,reg
SVM,rf_shap,1,MSE,5.902455874666328,reg
SVM,rf_shap,1,MSE,6.062809911536163,reg
SVM,rf_shap,1,MSE,5.71836445376946,reg
SVM,rf_shap,2,MSE,4.5817142447337496,reg
SVM,rf_shap,2,MSE,5.173008052240901,reg
SVM,rf_shap,2,MSE,4.601364016151329,reg
SVM,rf_shap,2,MSE,5.2641431709476745,reg
SVM,rf_shap,2,MSE,4.832236184997438,reg
SVM,rf_shap,3,MSE,4.5393305486588265,reg
SVM,rf_shap,3,MSE,5.181979837020214,reg
SVM,rf_shap,3,MSE,4.493441962286485,reg
SVM,rf_shap,3,MSE,5.295847232049752,reg
SVM,rf_shap,3,MSE,4.846449254238377,reg
SVM,rf_shap,4,MSE,4.479466093798726,reg
SVM,rf_shap,4,MSE,5.008929515949366,reg
SVM,rf_shap,4,MSE,4.335339965850009,reg
SVM,rf_shap,4,MSE,5.117973340768147,reg
SVM,rf_shap,4,MSE,4.651705033512831,reg
SVM,rf_shap,5,MSE,4.350022031830238,reg
SVM,rf_shap,5,MSE,4.978751595409255,reg
SVM,rf_shap,5,MSE,4.401171096860309,reg
SVM,rf_shap,5,MSE,5.025275335679704,reg
SVM,rf_shap,5,MSE,4.647678385709772,reg
SVM,rf_shap,6,MSE,4.328275597633864,reg
SVM,rf_shap,6,MSE,5.018219716311035,reg
SVM,rf_shap,6,MSE,4.350798502445839,reg
SVM,rf_shap,6,MSE,5.030901322224657,reg
SVM,rf_shap,6,MSE,4.532904652746046,reg
SVM,rf_shap,7,MSE,4.261378636932564,reg
SVM,rf_shap,7,MSE,4.942587315149529,reg
SVM,rf_shap,7,MSE,4.240590294317592,reg
SVM,rf_shap,7,MSE,4.957268489527498,reg
SVM,rf_shap,7,MSE,4.559299465879564,reg
SVM,rf_shap,8,MSE,4.207397833262342,reg
SVM,rf_shap,8,MSE,4.921228002913931,reg
SVM,rf_shap,8,MSE,4.240711449464358,reg
SVM,rf_shap,8,MSE,4.901379463422686,reg
SVM,rf_shap,8,MSE,4.50995281673225,reg
SVM,rf_shap,9,MSE,4.188497697127088,reg
SVM,rf_shap,9,MSE,4.9261896183865606,reg
SVM,rf_shap,9,MSE,4.20897532726506,reg
SVM,rf_shap,9,MSE,4.942707397998974,reg
SVM,rf_shap,9,MSE,4.526078172388743,reg
SVM,rf_shap,10,MSE,4.238754388799986,reg
SVM,rf_shap,10,MSE,4.956179787337863,reg
SVM,rf_shap,10,MSE,4.253909149735604,reg
SVM,rf_shap,10,MSE,4.943557860857946,reg
SVM,rf_shap,10,MSE,4.5550833113806055,reg
SVM,rf,1,MSE,5.592732034248147,reg
SVM,rf,1,MSE,6.254146297190874,reg
SVM,rf,1,MSE,5.933369201834721,reg
SVM,rf,1,MSE,6.053149499958424,reg
SVM,rf,1,MSE,5.729489797908482,reg
SVM,rf,2,MSE,5.740893947353379,reg
SVM,rf,2,MSE,6.412758483206255,reg
SVM,rf,2,MSE,6.062373270748741,reg
SVM,rf,2,MSE,6.518296747875187,reg
SVM,rf,2,MSE,6.323814681183592,reg
SVM,rf,3,MSE,4.9686988276952855,reg
SVM,rf,3,MSE,5.82865571656248,reg
SVM,rf,3,MSE,5.191561037324665,reg
SVM,rf,3,MSE,5.9255177585524255,reg
SVM,rf,3,MSE,5.498202053185296,reg
SVM,rf,4,MSE,4.472078880546019,reg
SVM,rf,4,MSE,5.039458827426831,reg
SVM,rf,4,MSE,4.355373878666475,reg
SVM,rf,4,MSE,5.11647818278356,reg
SVM,rf,4,MSE,4.678394347314961,reg
SVM,rf,5,MSE,4.4022235689939215,reg
SVM,rf,5,MSE,5.086577845044706,reg
SVM,rf,5,MSE,4.308861899221526,reg
SVM,rf,5,MSE,5.116223741897351,reg
SVM,rf,5,MSE,4.569582175886112,reg
SVM,rf,6,MSE,4.322840975635289,reg
SVM,rf,6,MSE,5.0327817189527,reg
SVM,rf,6,MSE,4.337584767117195,reg
SVM,rf,6,MSE,5.034693992933444,reg
SVM,rf,6,MSE,4.58095356954615,reg
SVM,rf,7,MSE,4.287315716362348,reg
SVM,rf,7,MSE,5.052350235544779,reg
SVM,rf,7,MSE,4.353084606788466,reg
