model,method,k,metric,value,task
LR,rf_shap,8,MSE,5.0084585531864665,reg
LR,rf_shap,8,MSE,5.540910260094116,reg
LR,rf_shap,9,MSE,4.706397601786503,reg
LR,rf_shap,9,MSE,5.076700224292095,reg
LR,rf_shap,9,MSE,4.468170878259288,reg
LR,rf_shap,9,MSE,5.009016758131871,reg
LR,rf_shap,9,MSE,5.539799265042244,reg
LR,rf_shap,10,MSE,4.706397601786503,reg
LR,rf_shap,10,MSE,5.076700224292094,reg
LR,rf_shap,10,MSE,4.468170878259288,reg
LR,rf_shap,10,MSE,5.009016758131871,reg
LR,rf_shap,10,MSE,5.559306289764222,reg
LR,rf,1,MSE,5.954437951794029,reg
LR,rf,1,MSE,6.879406253896245,reg
LR,rf,1,MSE,6.019422435427703,reg
LR,rf,1,MSE,6.52327290934849,reg
LR,rf,1,MSE,6.175003015731761,reg
LR,rf,2,MSE,5.8450677733005945,reg
LR,rf,2,MSE,6.7741372818634575,reg
LR,rf,2,MSE,5.9363131693165005,reg
LR,rf,2,MSE,6.445547475025244,reg
LR,rf,2,MSE,6.81830420994954,reg
LR,rf,3,MSE,5.16741605126861,reg
LR,rf,3,MSE,6.180217105606104,reg
LR,rf,3,MSE,5.476606282652317,reg
LR,rf,3,MSE,6.116149987209303,reg
LR,rf,3,MSE,6.99343105413383,reg
LR,rf,4,MSE,4.993683472751577,reg
LR,rf,4,MSE,5.340786220891184,reg
LR,rf,4,MSE,4.768169996367375,reg
LR,rf,4,MSE,5.443060422890844,reg
LR,rf,4,MSE,6.3291605725071625,reg
LR,rf,5,MSE,5.006797431714887,reg
LR,rf,5,MSE,5.249907167100509,reg
LR,rf,5,MSE,4.7390563039221965,reg
LR,rf,5,MSE,5.343653178067325,reg
LR,rf,5,MSE,6.485620310797983,reg
LR,rf,6,MSE,4.817787523634427,reg
LR,rf,6,MSE,5.146066661628888,reg
LR,rf,6,MSE,4.586596397943342,reg
LR,rf,6,MSE,5.178997793638444,reg
LR,rf,6,MSE,5.671057960756457,reg
LR,rf,7,MSE,4.815150363448846,reg
LR,rf,7,MSE,5.146554887227675,reg
LR,rf,7,MSE,4.589007976383278,reg
LR,rf,7,MSE,5.176885951577724,reg
LR,rf,7,MSE,5.685442862119782,reg
LR,rf,8,MSE,4.707225723376975,reg
LR,rf,8,MSE,5.068815343350663,reg
LR,rf,8,MSE,4.469574781488101,reg
LR,rf,8,MSE,5.008458553186467,reg
LR,rf,8,MSE,5.540910260094119,reg
LR,rf,9,MSE,4.706397601786504,reg
LR,rf,9,MSE,5.076700224292095,reg
LR,rf,9,MSE,4.468170878259287,reg
LR,rf,9,MSE,5.009016758131871,reg
LR,rf,9,MSE,5.539799265042246,reg
LR,rf,10,MSE,4.710783305921052,reg
LR,rf,10,MSE,5.076700224292094,reg
LR,rf,10,MSE,4.468170878259288,reg
LR,rf,10,MSE,5.009016758131871,reg
LR,rf,10,MSE,5.539799265042237,reg
LR,wv_rf,1,MSE,5.954437951794029,reg
LR,wv_rf,1,MSE,6.879406253896245,reg
LR,wv_rf,1,MSE,6.019422435427703,reg
LR,wv_rf,1,MSE,6.52327290934849,reg
LR,wv_rf,1,MSE,6.175003015731761,reg
LR,wv_rf,2,MSE,5.160621478764443,reg
LR,wv_rf,2,MSE,5.862268099863025,reg
LR,wv_rf,2,MSE,5.312621033857338,reg
LR,wv_rf,2,MSE,5.89852835315081,reg
LR,wv_rf,2,MSE,5.184528847571721,reg
LR,wv_rf,3,MSE,5.175450333602514,reg
LR,wv_rf,3,MSE,5.835187795451766,reg
LR,wv_rf,3,MSE,5.267602433640815,reg
LR,wv_rf,3,MSE,5.89761896343315,reg
LR,wv_rf,3,MSE,5.172465379764113,reg
LR,wv_rf,4,MSE,5.269745712142864,reg
LR,wv_rf,4,MSE,5.49004290969242,reg
LR,wv_rf,4,MSE,4.986659490250723,reg
LR,wv_rf,4,MSE,5.5415064823303135,reg
LR,wv_rf,4,MSE,5.118855848831916,reg
LR,wv_rf,5,MSE,5.0067974317148884,reg
LR,wv_rf,5,MSE,5.249907167100509,reg
LR,wv_rf,5,MSE,4.739056303922196,reg
LR,wv_rf,5,MSE,5.343653178067325,reg
LR,wv_rf,5,MSE,6.485620310797992,reg
LR,wv_rf,6,MSE,4.882478584588516,reg
LR,wv_rf,6,MSE,5.167574972141297,reg
LR,wv_rf,6,MSE,4.622246425466746,reg
LR,wv_rf,6,MSE,5.227351952695312,reg
LR,wv_rf,6,MSE,5.831461386409207,reg
LR,wv_rf,7,MSE,4.815150363448844,reg
LR,wv_rf,7,MSE,5.146554887227675,reg
LR,wv_rf,7,MSE,4.589007976383276,reg
LR,wv_rf,7,MSE,5.176885951577722,reg
LR,wv_rf,7,MSE,5.685442862119778,reg
LR,wv_rf,8,MSE,4.707225723376976,reg
LR,wv_rf,8,MSE,5.068815343350663,reg
LR,wv_rf,8,MSE,4.469574781488102,reg
LR,wv_rf,8,MSE,5.008458553186467,reg
LR,wv_rf,8,MSE,5.540910260094116,reg
LR,wv_rf,9,MSE,4.706397601786503,reg
LR,wv_rf,9,MSE,5.076700224292092,reg
LR,wv_rf,9,MSE,4.468170878259288,reg
LR,wv_rf,9,MSE,5.00901675813187,reg
LR,wv_rf,9,MSE,5.539799265042241,reg
LR,wv_rf,10,MSE,4.706397601786502,reg
LR,wv_rf,10,MSE,5.076700224292092,reg
LR,wv_rf,10,MSE,4.498793038922155,reg
LR,wv_rf,10,MSE,5.022688997005988,reg
LR,wv_rf,10,MSE,5.557656074569611,reg
LR,xgb_shap,1,MSE,7.815179226628405,reg
LR,xgb_shap,1,MSE,8.994617271221315,reg
LR,xgb_shap,1,MSE,8.411466420069603,reg
LR,xgb_shap,1,MSE,8.90807743589617,reg
LR,xgb_shap,1,MSE,8.695885469036774,reg
LR,xgb_shap,2,MSE,5.160621478764442,reg
LR,xgb_shap,2,MSE,5.862268099863025,reg
LR,xgb_shap,2,MSE,5.312621033857339,reg
LR,xgb_shap,2,MSE,5.898528353150811,reg
LR,xgb_shap,2,MSE,5.184528847571721,reg
LR,xgb_shap,3,MSE,5.238411850730627,reg
LR,xgb_shap,3,MSE,5.554489400202444,reg
LR,xgb_shap,3,MSE,4.9933270623424635,reg
LR,xgb_shap,3,MSE,5.617167814892671,reg
LR,xgb_shap,3,MSE,5.141431633294888,reg
LR,xgb_shap,4,MSE,4.993683472751578,reg
LR,xgb_shap,4,MSE,5.340786220891183,reg
LR,xgb_shap,4,MSE,4.768169996367376,reg
LR,xgb_shap,4,MSE,5.443060422890845,reg
LR,xgb_shap,4,MSE,6.329160572507163,reg
LR,xgb_shap,5,MSE,4.871225852007101,reg
LR,xgb_shap,5,MSE,5.251348361316773,reg
LR,xgb_shap,5,MSE,4.625411991191842,reg
LR,xgb_shap,5,MSE,5.253295760500303,reg
LR,xgb_shap,5,MSE,6.058919376635901,reg
LR,xgb_shap,6,MSE,4.876575652551542,reg
LR,xgb_shap,6,MSE,5.146703445875926,reg
LR,xgb_shap,6,MSE,4.590417254234262,reg
LR,xgb_shap,6,MSE,5.132316482877893,reg
LR,xgb_shap,6,MSE,6.193048356111171,reg
LR,xgb_shap,7,MSE,4.705828472280261,reg
LR,xgb_shap,7,MSE,5.068368218078444,reg
LR,xgb_shap,7,MSE,4.467594293131482,reg
LR,xgb_shap,7,MSE,5.008530198828178,reg
LR,xgb_shap,7,MSE,5.53149810839279,reg
LR,xgb_shap,8,MSE,4.707225723376979,reg
LR,xgb_shap,8,MSE,5.068815343350662,reg
LR,xgb_shap,8,MSE,4.4695747814881015,reg
LR,xgb_shap,8,MSE,5.008458553186467,reg
LR,xgb_shap,8,MSE,5.540910260094114,reg
LR,xgb_shap,9,MSE,4.706397601786512,reg
LR,xgb_shap,9,MSE,5.076700224292095,reg
LR,xgb_shap,9,MSE,4.468170878259287,reg
LR,xgb_shap,9,MSE,5.00901675813188,reg
LR,xgb_shap,9,MSE,5.539799265042243,reg
LR,xgb_shap,10,MSE,4.706397601786521,reg
LR,xgb_shap,10,MSE,5.076700224292092,reg
LR,xgb_shap,10,MSE,4.4707744666916165,reg
LR,xgb_shap,10,MSE,5.023660588978293,reg
LR,xgb_shap,10,MSE,5.539799265042226,reg
RF,xgb,1,ACC,0.5368932038834952,clf
RF,xgb,1,ACC,0.5296116504854369,clf
RF,xgb,1,ACC,0.5393203883495146,clf
RF,xgb,1,ACC,0.5208737864077669,clf
RF,xgb,1,ACC,0.5201554152501214,clf
RF,xgb,2,ACC,0.6912621359223301,clf
RF,xgb,2,ACC,0.6854368932038835,clf
RF,xgb,2,ACC,0.6888349514563107,clf
RF,xgb,2,ACC,0.6796116504854369,clf
RF,xgb,2,ACC,0.6721709567751336,clf
RF,xgb,3,ACC,0.6902912621359223,clf
RF,xgb,3,ACC,0.6936893203883495,clf
RF,xgb,3,ACC,0.6849514563106797,clf
RF,xgb,3,ACC,0.6864077669902913,clf
RF,xgb,3,ACC,0.6692569208353569,clf
RF,xgb,4,ACC,0.808252427184466,clf
RF,xgb,4,ACC,0.8077669902912621,clf
RF,xgb,4,ACC,0.816990291262136,clf
RF,xgb,4,ACC,0.7995145631067961,clf
RF,xgb,4,ACC,0.8013598834385625,clf
RF,xgb,5,ACC,0.833495145631068,clf
RF,xgb,5,ACC,0.8242718446601942,clf
RF,xgb,5,ACC,0.8330097087378641,clf
RF,xgb,5,ACC,0.8266990291262136,clf
RF,xgb,5,ACC,0.8101019912578922,clf
RF,xgb,10,ACC,0.9519417475728156,clf
RF,xgb,10,ACC,0.962135922330097,clf
RF,xgb,10,ACC,0.9475728155339805,clf
RF,xgb,10,ACC,0.9470873786407767,clf
RF,xgb,10,ACC,0.9514327343370568,clf
RF,xgb,15,ACC,0.9679611650485437,clf
RF,xgb,15,ACC,0.9733009708737864,clf
RF,xgb,15,ACC,0.9679611650485437,clf
RF,xgb,15,ACC,0.9616504854368932,clf
RF,xgb,15,ACC,0.9558037882467217,clf
RF,xgb,20,ACC,0.974757281553398,clf
RF,xgb,20,ACC,0.9776699029126213,clf
RF,xgb,20,ACC,0.9733009708737864,clf
RF,xgb,20,ACC,0.9723300970873786,clf
RF,xgb,20,ACC,0.967459932005828,clf
RF,xgb,25,ACC,0.9733009708737864,clf
RF,xgb,25,ACC,0.9781553398058253,clf
RF,xgb,25,ACC,0.9791262135922331,clf
RF,xgb,25,ACC,0.9733009708737864,clf
RF,xgb,25,ACC,0.971830985915493,clf
RF,xgb,50,ACC,0.9796116504854369,clf
RF,xgb,50,ACC,0.9830097087378641,clf
RF,xgb,50,ACC,0.9796116504854369,clf
RF,xgb,50,ACC,0.9849514563106796,clf
RF,xgb,50,ACC,0.9776590577950461,clf
RF,xgb,100,ACC,0.9781553398058253,clf
RF,xgb,100,ACC,0.9849514563106796,clf
RF,xgb,100,ACC,0.9825242718446602,clf
RF,xgb,100,ACC,0.9839805825242719,clf
RF,xgb,100,ACC,0.9776590577950461,clf
RF,perm,1,ACC,0.45728155339805826,clf
RF,perm,1,ACC,0.42135922330097086,clf
RF,perm,1,ACC,0.4533980582524272,clf
RF,perm,1,ACC,0.441747572815534,clf
RF,perm,1,ACC,0.43807673627974747,clf
RF,perm,2,ACC,0.6606796116504854,clf
RF,perm,2,ACC,0.6495145631067961,clf
RF,perm,2,ACC,0.6587378640776699,clf
RF,perm,2,ACC,0.6432038834951457,clf
RF,perm,2,ACC,0.6561437591063624,clf
RF,perm,3,ACC,0.6878640776699029,clf
RF,perm,3,ACC,0.6815533980582524,clf
RF,perm,3,ACC,0.6844660194174758,clf
RF,perm,3,ACC,0.6718446601941748,clf
RF,perm,3,ACC,0.6813987372510928,clf
RF,perm,4,ACC,0.7941747572815534,clf
RF,perm,4,ACC,0.7922330097087379,clf
RF,perm,4,ACC,0.7737864077669903,clf
RF,perm,4,ACC,0.7616504854368932,clf
RF,perm,4,ACC,0.7673627974745022,clf
RF,perm,5,ACC,0.791747572815534,clf
RF,perm,5,ACC,0.7898058252427185,clf
RF,perm,5,ACC,0.7713592233009708,clf
RF,perm,5,ACC,0.7577669902912622,clf
RF,perm,5,ACC,0.7595920349684313,clf
RF,perm,10,ACC,0.9524271844660194,clf
RF,perm,10,ACC,0.9485436893203884,clf
RF,perm,10,ACC,0.945631067961165,clf
RF,perm,10,ACC,0.9461165048543689,clf
RF,perm,10,ACC,0.9460903351141331,clf
RF,perm,15,ACC,0.9616504854368932,clf
RF,perm,15,ACC,0.9631067961165048,clf
RF,perm,15,ACC,0.9563106796116505,clf
RF,perm,15,ACC,0.9514563106796117,clf
RF,perm,15,ACC,0.9567751335599806,clf
RF,perm,20,ACC,0.962135922330097,clf
RF,perm,20,ACC,0.9645631067961165,clf
RF,perm,20,ACC,0.9529126213592233,clf
RF,perm,20,ACC,0.9558252427184466,clf
RF,perm,20,ACC,0.9592034968431278,clf
RF,perm,25,ACC,0.9655339805825243,clf
RF,perm,25,ACC,0.9694174757281553,clf
RF,perm,25,ACC,0.9587378640776699,clf
RF,perm,25,ACC,0.9572815533980582,clf
RF,perm,25,ACC,0.9616318601262749,clf
RF,perm,50,ACC,0.9645631067961165,clf
RF,perm,50,ACC,0.9694174757281553,clf
RF,perm,50,ACC,0.9611650485436893,clf
RF,perm,50,ACC,0.9626213592233009,clf
RF,perm,50,ACC,0.9626032054395337,clf
RF,perm,100,ACC,0.9703883495145631,clf
RF,perm,100,ACC,0.9815533980582525,clf
RF,perm,100,ACC,0.974757281553398,clf
RF,perm,100,ACC,0.9757281553398058,clf
RF,perm,100,ACC,0.9762020398251579,clf
RF,rf_shap,1,ACC,0.5305825242718447,clf
RF,rf_shap,1,ACC,0.5189320388349514,clf
RF,rf_shap,1,ACC,0.5184466019417475,clf
RF,rf_shap,1,ACC,0.5233009708737864,clf
RF,rf_shap,1,ACC,0.5089849441476445,clf
RF,rf_shap,2,ACC,0.6844660194174758,clf
RF,rf_shap,2,ACC,0.6762135922330097,clf
RF,rf_shap,2,ACC,0.6713592233009709,clf
RF,rf_shap,2,ACC,0.6699029126213593,clf
RF,rf_shap,2,ACC,0.6551724137931034,clf
RF,rf_shap,3,ACC,0.7669902912621359,clf
RF,rf_shap,3,ACC,0.7679611650485437,clf
RF,rf_shap,3,ACC,0.762621359223301,clf
RF,rf_shap,3,ACC,0.7475728155339806,clf
RF,rf_shap,3,ACC,0.7445361826129189,clf
RF,rf_shap,4,ACC,0.7932038834951456,clf
RF,rf_shap,4,ACC,0.7898058252427185,clf
RF,rf_shap,4,ACC,0.7742718446601942,clf
RF,rf_shap,4,ACC,0.7631067961165049,clf
RF,rf_shap,4,ACC,0.7668771248178727,clf
RF,rf_shap,5,ACC,0.7864077669902912,clf
RF,rf_shap,5,ACC,0.7888349514563107,clf
RF,rf_shap,5,ACC,0.7737864077669903,clf
RF,rf_shap,5,ACC,0.7621359223300971,clf
RF,rf_shap,5,ACC,0.7659057795046139,clf
RF,rf_shap,10,ACC,0.925242718446602,clf
RF,rf_shap,10,ACC,0.9281553398058252,clf
RF,rf_shap,10,ACC,0.9300970873786408,clf
RF,rf_shap,10,ACC,0.9237864077669903,clf
RF,rf_shap,10,ACC,0.9242350655658087,clf
RF,rf_shap,15,ACC,0.9470873786407767,clf
RF,rf_shap,15,ACC,0.9480582524271844,clf
RF,rf_shap,15,ACC,0.9490291262135923,clf
RF,rf_shap,15,ACC,0.9388349514563107,clf
RF,rf_shap,15,ACC,0.9456046624575036,clf
RF,rf_shap,20,ACC,0.9538834951456311,clf
RF,rf_shap,20,ACC,0.9538834951456311,clf
RF,rf_shap,20,ACC,0.9490291262135923,clf
RF,rf_shap,20,ACC,0.9432038834951456,clf
RF,rf_shap,20,ACC,0.9460903351141331,clf
RF,rf_shap,25,ACC,0.9587378640776699,clf
RF,rf_shap,25,ACC,0.9538834951456311,clf
RF,rf_shap,25,ACC,0.95,clf
RF,rf_shap,25,ACC,0.9461165048543689,clf
RF,rf_shap,25,ACC,0.9470616804273919,clf
RF,rf_shap,50,ACC,0.9679611650485437,clf
RF,rf_shap,50,ACC,0.9737864077669903,clf
RF,rf_shap,50,ACC,0.9684466019417476,clf
RF,rf_shap,50,ACC,0.9703883495145631,clf
RF,rf_shap,50,ACC,0.9689169499757163,clf
RF,rf_shap,100,ACC,0.9713592233009709,clf
RF,rf_shap,100,ACC,0.9805825242718447,clf
RF,rf_shap,100,ACC,0.9703883495145631,clf
RF,rf_shap,100,ACC,0.9733009708737864,clf
RF,rf_shap,100,ACC,0.975230694511899,clf
RF,rf,1,ACC,0.5257281553398059,clf
RF,rf,1,ACC,0.5145631067961165,clf
RF,rf,1,ACC,0.5194174757281553,clf
RF,rf,1,ACC,0.5203883495145631,clf
RF,rf,1,ACC,0.508499271491015,clf
RF,rf,2,ACC,0.6859223300970874,clf
RF,rf,2,ACC,0.6766990291262136,clf
RF,rf,2,ACC,0.6679611650485436,clf
RF,rf,2,ACC,0.670388349514563,clf
RF,rf,2,ACC,0.6653715395823215,clf
RF,rf,3,ACC,0.7679611650485437,clf
RF,rf,3,ACC,0.7645631067961165,clf
RF,rf,3,ACC,0.7587378640776699,clf
RF,rf,3,ACC,0.7441747572815534,clf
RF,rf,3,ACC,0.7445361826129189,clf
RF,rf,4,ACC,0.7742718446601942,clf
RF,rf,4,ACC,0.7640776699029126,clf
RF,rf,4,ACC,0.7616504854368932,clf
RF,rf,4,ACC,0.746116504854369,clf
RF,rf,4,ACC,0.7479358912093249,clf
RF,rf,5,ACC,0.7902912621359224,clf
RF,rf,5,ACC,0.7907766990291262,clf
RF,rf,5,ACC,0.7800970873786408,clf
RF,rf,5,ACC,0.7582524271844661,clf
RF,rf,5,ACC,0.7625060709082079,clf
RF,rf,10,ACC,0.8631067961165049,clf
RF,rf,10,ACC,0.8577669902912621,clf
RF,rf,10,ACC,0.8495145631067961,clf
RF,rf,10,ACC,0.8446601941747572,clf
RF,rf,10,ACC,0.832442933462846,clf
RF,rf,15,ACC,0.954368932038835,clf
RF,rf,15,ACC,0.9519417475728156,clf
RF,rf,15,ACC,0.9611650485436893,clf
RF,rf,15,ACC,0.9436893203883495,clf
RF,rf,15,ACC,0.953861097620204,clf
RF,rf,20,ACC,0.9626213592233009,clf
RF,rf,20,ACC,0.9699029126213592,clf
RF,rf,20,ACC,0.9669902912621359,clf
RF,rf,20,ACC,0.9616504854368932,clf
RF,rf,20,ACC,0.9626032054395337,clf
RF,rf,25,ACC,0.9689320388349515,clf
RF,rf,25,ACC,0.9728155339805825,clf
RF,rf,25,ACC,0.9728155339805825,clf
RF,rf,25,ACC,0.9640776699029127,clf
RF,rf,25,ACC,0.9660029140359397,clf
RF,rf,50,ACC,0.9660194174757282,clf
RF,rf,50,ACC,0.9733009708737864,clf
RF,rf,50,ACC,0.9718446601941747,clf
RF,rf,50,ACC,0.9650485436893204,clf
RF,rf,50,ACC,0.9664885866925692,clf
RF,rf,100,ACC,0.9694174757281553,clf
RF,rf,100,ACC,0.9766990291262136,clf
RF,rf,100,ACC,0.9733009708737864,clf
RF,rf,100,ACC,0.9728155339805825,clf
RF,rf,100,ACC,0.9698882952889752,clf
RF,wv_rf,1,ACC,0.5266990291262136,clf
RF,wv_rf,1,ACC,0.5179611650485437,clf
RF,wv_rf,1,ACC,0.5228155339805826,clf
RF,wv_rf,1,ACC,0.5160194174757281,clf
RF,wv_rf,1,ACC,0.5065565808644973,clf
RF,wv_rf,2,ACC,0.7830097087378641,clf
RF,wv_rf,2,ACC,0.7786407766990291,clf
RF,wv_rf,2,ACC,0.7786407766990291,clf
RF,wv_rf,2,ACC,0.7932038834951456,clf
RF,wv_rf,2,ACC,0.7799902865468674,clf
RF,wv_rf,3,ACC,0.8058252427184466,clf
RF,wv_rf,3,ACC,0.8135922330097087,clf
RF,wv_rf,3,ACC,0.7912621359223301,clf
RF,wv_rf,3,ACC,0.8101941747572815,clf
RF,wv_rf,3,ACC,0.804273919378339,clf
RF,wv_rf,4,ACC,0.8305825242718446,clf
RF,wv_rf,4,ACC,0.8344660194174758,clf
RF,wv_rf,4,ACC,0.816504854368932,clf
RF,wv_rf,4,ACC,0.8378640776699029,clf
RF,wv_rf,4,ACC,0.8241864983001457,clf
RF,wv_rf,5,ACC,0.8281553398058252,clf
RF,wv_rf,5,ACC,0.8310679611650486,clf
RF,wv_rf,5,ACC,0.8116504854368932,clf
RF,wv_rf,5,ACC,0.8344660194174758,clf
RF,wv_rf,5,ACC,0.8203011170471103,clf
RF,wv_rf,10,ACC,0.9024271844660194,clf
RF,wv_rf,10,ACC,0.908252427184466,clf
RF,wv_rf,10,ACC,0.8985436893203883,clf
RF,wv_rf,10,ACC,0.8951456310679612,clf
RF,wv_rf,10,ACC,0.9057795046138902,clf
RF,wv_rf,15,ACC,0.9145631067961165,clf
RF,wv_rf,15,ACC,0.9106796116504854,clf
RF,wv_rf,15,ACC,0.9004854368932039,clf
RF,wv_rf,15,ACC,0.904368932038835,clf
RF,wv_rf,15,ACC,0.9086935405536668,clf
RF,wv_rf,20,ACC,0.9538834951456311,clf
RF,wv_rf,20,ACC,0.9490291262135923,clf
RF,wv_rf,20,ACC,0.9514563106796117,clf
RF,wv_rf,20,ACC,0.945631067961165,clf
RF,wv_rf,20,ACC,0.9514327343370568,clf
RF,wv_rf,25,ACC,0.9572815533980582,clf
RF,wv_rf,25,ACC,0.958252427184466,clf
RF,wv_rf,25,ACC,0.9567961165048544,clf
RF,wv_rf,25,ACC,0.9490291262135923,clf
RF,wv_rf,25,ACC,0.9553181155900923,clf
RF,wv_rf,50,ACC,0.9606796116504854,clf
RF,wv_rf,50,ACC,0.9587378640776699,clf
RF,wv_rf,50,ACC,0.958252427184466,clf
RF,wv_rf,50,ACC,0.9538834951456311,clf
RF,wv_rf,50,ACC,0.953861097620204,clf
RF,wv_rf,100,ACC,0.9655339805825243,clf
RF,wv_rf,100,ACC,0.9660194174757282,clf
RF,wv_rf,100,ACC,0.9635922330097088,clf
RF,wv_rf,100,ACC,0.9635922330097088,clf
RF,wv_rf,100,ACC,0.9621175327829043,clf
RF,xgb_shap,1,ACC,0.4645631067961165,clf
RF,xgb_shap,1,ACC,0.4223300970873786,clf
RF,xgb_shap,1,ACC,0.4577669902912621,clf
RF,xgb_shap,1,ACC,0.44805825242718444,clf
RF,xgb_shap,1,ACC,0.44584749878581836,clf
RF,xgb_shap,2,ACC,0.6713592233009709,clf
RF,xgb_shap,2,ACC,0.654368932038835,clf
RF,xgb_shap,2,ACC,0.6713592233009709,clf
RF,xgb_shap,2,ACC,0.6451456310679612,clf
RF,xgb_shap,2,ACC,0.6532297231665857,clf
RF,xgb_shap,3,ACC,0.8126213592233009,clf
RF,xgb_shap,3,ACC,0.8009708737864077,clf
RF,xgb_shap,3,ACC,0.7975728155339806,clf
RF,xgb_shap,3,ACC,0.8058252427184466,clf
RF,xgb_shap,3,ACC,0.8120446818844099,clf
RF,xgb_shap,4,ACC,0.9131067961165048,clf
RF,xgb_shap,4,ACC,0.908252427184466,clf
RF,xgb_shap,4,ACC,0.9116504854368932,clf
RF,xgb_shap,4,ACC,0.903883495145631,clf
RF,xgb_shap,4,ACC,0.9043224866440019,clf
RF,xgb_shap,5,ACC,0.9325242718446602,clf
RF,xgb_shap,5,ACC,0.933495145631068,clf
RF,xgb_shap,5,ACC,0.929126213592233,clf
RF,xgb_shap,5,ACC,0.925242718446602,clf
RF,xgb_shap,5,ACC,0.9388052452646916,clf
RF,xgb_shap,10,ACC,0.9485436893203884,clf
RF,xgb_shap,10,ACC,0.9514563106796117,clf
RF,xgb_shap,10,ACC,0.945631067961165,clf
RF,xgb_shap,10,ACC,0.9495145631067962,clf
RF,xgb_shap,10,ACC,0.9446333171442448,clf
RF,xgb_shap,15,ACC,0.9597087378640776,clf
RF,xgb_shap,15,ACC,0.9626213592233009,clf
RF,xgb_shap,15,ACC,0.9563106796116505,clf
RF,xgb_shap,15,ACC,0.9587378640776699,clf
RF,xgb_shap,15,ACC,0.9596891694997571,clf
RF,xgb_shap,20,ACC,0.9660194174757282,clf
RF,xgb_shap,20,ACC,0.9684466019417476,clf
RF,xgb_shap,20,ACC,0.9689320388349515,clf
RF,xgb_shap,20,ACC,0.9650485436893204,clf
RF,xgb_shap,20,ACC,0.9621175327829043,clf
RF,xgb_shap,25,ACC,0.9728155339805825,clf
RF,xgb_shap,25,ACC,0.9771844660194174,clf
RF,xgb_shap,25,ACC,0.9728155339805825,clf
RF,xgb_shap,25,ACC,0.9694174757281553,clf
RF,xgb_shap,25,ACC,0.9703739679456047,clf
RF,xgb_shap,50,ACC,0.9781553398058253,clf
RF,xgb_shap,50,ACC,0.9830097087378641,clf
RF,xgb_shap,50,ACC,0.9762135922330097,clf
RF,xgb_shap,50,ACC,0.9776699029126213,clf
RF,xgb_shap,50,ACC,0.9766877124817873,clf
RF,xgb_shap,100,ACC,0.9781553398058253,clf
RF,xgb_shap,100,ACC,0.9825242718446602,clf
RF,xgb_shap,100,ACC,0.9771844660194174,clf
RF,xgb_shap,100,ACC,0.9781553398058253,clf
RF,xgb_shap,100,ACC,0.9810587663914522,clf
SVM,xgb,1,ACC,0.4262135922330097,clf
SVM,xgb,1,ACC,0.4412621359223301,clf
SVM,xgb,1,ACC,0.44902912621359226,clf
SVM,xgb,1,ACC,0.4325242718446602,clf
SVM,xgb,1,ACC,0.42059252064108793,clf
SVM,xgb,2,ACC,0.47815533980582525,clf
SVM,xgb,2,ACC,0.4771844660194175,clf
SVM,xgb,2,ACC,0.48349514563106794,clf
SVM,xgb,2,ACC,0.46990291262135925,clf
SVM,xgb,2,ACC,0.4575036425449247,clf
SVM,xgb,3,ACC,0.4995145631067961,clf
SVM,xgb,3,ACC,0.49466019417475726,clf
SVM,xgb,3,ACC,0.5048543689320388,clf
SVM,xgb,3,ACC,0.487378640776699,clf
SVM,xgb,3,ACC,0.4754735308402137,clf
SVM,xgb,4,ACC,0.6820388349514563,clf
SVM,xgb,4,ACC,0.6810679611650485,clf
SVM,xgb,4,ACC,0.6825242718446602,clf
SVM,xgb,4,ACC,0.6946601941747573,clf
SVM,xgb,4,ACC,0.6838271005342399,clf
SVM,xgb,5,ACC,0.6975728155339805,clf
SVM,xgb,5,ACC,0.6961165048543689,clf
SVM,xgb,5,ACC,0.6970873786407767,clf
SVM,xgb,5,ACC,0.7067961165048544,clf
SVM,xgb,5,ACC,0.6915978630403108,clf
SVM,xgb,10,ACC,0.8509708737864078,clf
SVM,xgb,10,ACC,0.8616504854368932,clf
SVM,xgb,10,ACC,0.8509708737864078,clf
SVM,xgb,10,ACC,0.8660194174757282,clf
SVM,xgb,10,ACC,0.8533268576979116,clf
SVM,xgb,15,ACC,0.9063106796116505,clf
SVM,xgb,15,ACC,0.9029126213592233,clf
SVM,xgb,15,ACC,0.9053398058252428,clf
SVM,xgb,15,ACC,0.9048543689320389,clf
SVM,xgb,15,ACC,0.8994657600777076,clf
SVM,xgb,20,ACC,0.9184466019417475,clf
SVM,xgb,20,ACC,0.9111650485436893,clf
SVM,xgb,20,ACC,0.920873786407767,clf
SVM,xgb,20,ACC,0.9213592233009709,clf
SVM,xgb,20,ACC,0.911121903836814,clf
SVM,xgb,25,ACC,0.9189320388349514,clf
SVM,xgb,25,ACC,0.9155339805825242,clf
SVM,xgb,25,ACC,0.9233009708737864,clf
SVM,xgb,25,ACC,0.9228155339805825,clf
SVM,xgb,25,ACC,0.9096648858669257,clf
SVM,xgb,50,ACC,0.945631067961165,clf
SVM,xgb,50,ACC,0.9393203883495146,clf
SVM,xgb,50,ACC,0.9339805825242719,clf
SVM,xgb,50,ACC,0.945631067961165,clf
SVM,xgb,50,ACC,0.9329771733851384,clf
SVM,xgb,100,ACC,0.9626213592233009,clf
SVM,xgb,100,ACC,0.9635922330097088,clf
SVM,xgb,100,ACC,0.9587378640776699,clf
